IssueId,CommitId,File,Version
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcEncodedDataConsumer.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcColumnVectorProducer.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/GenericColumnVectorProducer.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/EncodedDataConsumer.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/DateColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/DirectDecompressionCodec.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/DecimalColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/PositionRecorder.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/ConvertTreeReaderFactory.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/ColumnStatisticsImpl.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/BufferChunk.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/BitFieldWriter.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/BitFieldReader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/AcidStats.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/Writer.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/TypeDescription.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/TimestampColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/StripeStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/StripeInformation.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/StringColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/RecordReader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/Reader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/OrcUtils.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/OrcFile.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/OrcConf.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/IntegerColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/FileMetadata.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/DoubleColumnStatistics.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/PositionedOutputStream.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/PhysicalFsWriter.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RecordReaderImpl.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/processors/SetProcessor.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedTreeReaderFactory.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/io/orc/WriterImpl.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFile.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/tools/JsonFileDump.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/tools/FileDump.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/ZlibCodec.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/ZeroCopyShims.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/WriterImpl.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/TreeReaderFactory.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/StreamName.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/SnappyCodec.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/StringRedBlackTree.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/SettableUncompressedStream.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RecordReaderUtils.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RedBlackTree.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthByteReader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/ReaderImpl.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthIntegerReader.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthIntegerReaderV2.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthByteWriter.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthIntegerWriterV2.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/SchemaEvolution.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/SerializationUtils.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,orc/src/java/org/apache/orc/impl/RunLengthIntegerWriter.java,2.2.0
HIVE-14007,d7f71fb4a6d39765a580568c6dd8b1ac2c9c708a,storage-api/src/java/org/apache/hadoop/hive/ql/io/sarg/SearchArgumentImpl.java,2.2.0
HIVE-14013,de3d86cdd3db174d6bc5d8c65796a1e981171124,common/src/java/org/apache/hive/common/util/HiveStringUtils.java,2.2.0
HIVE-14013,de3d86cdd3db174d6bc5d8c65796a1e981171124,ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/MetaDataFormatUtils.java,2.2.0
