AvgCyclomatic,AvgEssential,CountDeclClassMethodRatio,CountDeclClassVariableRatio,CountDeclInstanceMethodRatio,CountDeclMethodPrivateRatio,CountDeclMethodProtectedRatio,CountDeclMethodPublicRatio,CountLine,CountLineBlankRatio,CountLineCodeDeclRatio,MaxCyclomatic,RatioCommentToCode,AvgCountClassBase,AvgCountClassCoupled,AvgCountClassDerived,MaxInheritanceTree,AvgPercentLackOfCohesion,AvgCountInput,AvgCountOutput,AvgCountPath,MaxNesting,Bug
3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,85.0,0.1176470588235294,0.3294117647058823,5.0,0.29,1.0,17.0,0.0,2.0,41.0,3.333333333333333,6.0,2.6666666666666665,1.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,0.0857142857142857,0.0857142857142857,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,0.1224489795918367,0.3265306122448979,1.0,1.15,1.0,5.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,91.0,0.1648351648351648,0.2967032967032967,1.0,0.43,1.0,8.0,2.0,3.0,54.0,4.454545454545454,1.818181818181818,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,0.1515151515151515,0.1818181818181818,1.0,2.11,1.3333333333333333,0.6666666666666666,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,98.0,0.1938775510204081,0.2653061224489796,1.0,0.29,1.0,1.0,0.0,1.0,83.0,2.125,1.3125,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,78.0,0.141025641025641,0.3076923076923077,2.0,0.49,1.0,14.0,0.0,4.0,0.0,1.2857142857142858,2.142857142857143,1.1428571428571428,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,91.0,0.1648351648351648,0.3956043956043956,2.0,0.55,2.0,12.0,1.0,2.0,0.0,0.125,0.25,1.125,1.0,0
2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,169.0,0.0532544378698224,0.2248520710059171,4.0,0.54,1.0,19.0,0.0,3.0,46.0,7.0,10.25,2.0,2.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,38.0,0.1578947368421052,0.1578947368421052,2.0,1.29,1.0,4.0,1.0,2.0,0.0,1.3333333333333333,2.333333333333333,1.0,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,78.0,0.0384615384615384,0.141025641025641,3.0,1.53,1.0,4.0,0.0,2.0,0.0,5.75,2.5,1.5,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,63.0,0.1428571428571428,0.1904761904761904,1.0,0.74,1.0,10.0,0.0,3.0,0.0,2.5,3.0,1.0,0.0,0
3.0,1.0,0.5,2.0,0.9571428571428572,0.0285714285714285,0.0,0.9571428571428572,1095.0,0.108675799086758,0.1671232876712328,23.0,0.07,2.2,13.2,0.0,2.0,15.6,9.088235294117649,3.941176470588236,626.2794117647059,4.0,0
4.0,1.0,14.0,1.0,0.5757575757575758,0.1515151515151515,0.1818181818181818,0.6666666666666666,623.0,0.0642054574638844,0.2744783306581059,20.0,0.06,1.3333333333333333,17.666666666666668,0.3333333333333333,1.0,29.666666666666668,6.666666666666667,4.545454545454546,5.606060606060606,3.0,0
7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,0.0757575757575757,0.2575757575757575,7.0,0.53,2.0,5.0,0.0,1.0,0.0,4.0,8.0,10.0,3.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0545454545454545,0.4363636363636363,0.0,0.96,0.2,3.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.8333333333333334,155.0,0.1612903225806451,0.2709677419354839,6.0,0.37,1.0,17.0,0.0,4.0,66.0,5.833333333333333,8.5,4.333333333333333,2.0,0
5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,332.0,0.0602409638554216,0.1385542168674698,54.0,0.14,1.0,11.0,0.0,2.0,63.0,3.0,2.1818181818181817,10.545454545454543,4.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.1304347826086956,0.1304347826086956,0.0,4.71,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,0.1311475409836065,0.2131147540983606,1.0,1.12,1.0,3.0,0.0,2.0,50.0,5.0,2.0,1.0,0.0,0
2.0,1.0,1.0,0.0,0.8888888888888888,0.5555555555555556,0.0,0.4444444444444444,169.0,0.1124260355029585,0.2840236686390532,4.0,0.19,1.0,24.0,0.0,2.0,66.0,2.0,5.444444444444445,2.2222222222222223,3.0,0
1.0,1.0,0.5,0.8333333333333334,0.926829268292683,0.048780487804878,0.0,0.926829268292683,443.0,0.1512415349887133,0.2483069977426636,6.0,0.08,2.2,11.4,0.0,2.0,8.8,2.5128205128205128,2.9743589743589745,2.0,4.0,0
1.0,1.0,0.5,0.8333333333333334,0.925,0.05,0.0,0.925,452.0,0.1548672566371681,0.2544247787610619,6.0,0.08,2.2,12.2,0.0,2.0,9.2,2.3421052631578947,3.263157894736842,2.026315789473684,4.0,0
3.0,2.0,0.0,0.25,1.0,0.0,0.0,1.0,142.0,0.1338028169014084,0.3380281690140845,9.0,0.23,2.0,13.75,0.0,1.0,0.0,3.25,8.5,4.75,4.0,0
2.0,1.0,0.0,0.0,1.0,0.0714285714285714,0.0,0.9285714285714286,328.0,0.0975609756097561,0.149390243902439,6.0,0.71,1.5,4.5,0.0,1.0,46.0,4.5,4.285714285714286,3.2142857142857144,4.0,0
2.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9166666666666666,178.0,0.1292134831460674,0.297752808988764,11.0,0.24,1.6666666666666667,8.666666666666666,0.0,1.0,24.0,1.4166666666666667,3.333333333333333,9.333333333333334,3.0,0
2.0,1.0,0.0,0.375,1.0,0.303030303030303,0.1818181818181818,0.5151515151515151,474.0,0.1392405063291139,0.3670886075949367,11.0,0.07,1.125,7.875,0.625,2.0,14.625,4.818181818181818,2.393939393939394,2.0,3.0,0
2.0,1.0,1.0,6.0,0.9375,0.125,0.0625,0.8125,426.0,0.1173708920187793,0.3004694835680751,7.0,0.36,1.0,69.0,0.0,1.0,89.0,6.75,7.3125,4.3125,2.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.1228070175438596,0.1403508771929824,0.0,4.56,1.0,1.0,3.0,2.0,0.0,23.4,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,0.1153846153846153,0.1153846153846153,1.0,2.83,1.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,0.1111111111111111,0.1111111111111111,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,179.0,0.1508379888268156,0.2569832402234637,6.0,0.35,2.0,9.0,0.0,2.0,63.0,14.68421052631579,2.631578947368421,1.263157894736842,2.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,70.0,0.1571428571428571,0.2,2.0,0.59,1.0,9.0,0.0,2.0,0.0,2.0,2.0,1.2,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0,0.1388888888888889,0.1666666666666666,1.0,1.07,1.0,2.0,8.0,1.0,75.0,76.75,2.125,1.0,0.0,0
3.0,1.0,10.0,3.0,0.0909090909090909,0.1818181818181818,0.0,0.6363636363636364,370.0,0.0729729729729729,0.154054054054054,8.0,0.17,1.0,24.0,0.0,1.0,90.0,12.0,7.272727272727272,7.0,4.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,0.1836734693877551,0.2448979591836734,1.0,1.11,2.0,4.0,2.0,1.0,0.0,1.5,1.0,0.75,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0714285714285714,0.9285714285714286,122.0,0.1721311475409836,0.3442622950819672,4.0,0.2,1.2,3.6,0.0,1.0,6.6,0.6428571428571429,1.5714285714285714,1.2142857142857142,1.0,0
2.0,1.0,0.0,0.0,1.0,0.0769230769230769,0.2307692307692307,0.6923076923076923,204.0,0.1372549019607843,0.3235294117647059,9.0,0.15,1.0,18.0,0.0,2.0,69.0,4.818181818181818,3.5454545454545454,2.5454545454545454,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,0.1973684210526315,0.2894736842105263,2.0,0.65,1.0,7.0,0.0,3.0,75.0,1.625,2.0,1.125,1.0,0
3.0,2.0,4.0,0.3333333333333333,0.4285714285714285,0.2857142857142857,0.0,0.7142857142857143,706.0,0.0906515580736544,0.2790368271954674,46.0,0.27,1.0,22.666666666666668,0.0,2.0,29.666666666666668,5.714285714285714,7.047619047619048,12.38095238095238,4.0,0
3.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,201.0,0.1442786069651741,0.3283582089552239,8.0,0.39,2.0,37.0,0.0,1.0,33.0,5.666666666666667,21.666666666666668,10.0,3.0,0
1.0,1.0,0.0,0.0,1.0,0.0344827586206896,0.0,0.9655172413793104,770.0,0.161038961038961,0.1363636363636363,13.0,1.34,2.0,37.0,0.0,2.0,81.0,1.2586206896551724,1.8103448275862069,1.3275862068965518,3.0,0
1.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,41.0,0.0975609756097561,0.1707317073170731,1.0,1.31,1.5,4.0,0.0,1.0,0.0,1.3333333333333333,1.0,1.0,0.0,0
9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,323.0,0.0340557275541795,0.2167182662538699,26.0,0.2,2.0,6.75,0.0,2.0,0.0,3.8,14.8,357.0,6.0,0
2.0,1.0,0.0,0.6,1.0,0.5454545454545454,0.0,0.3181818181818182,467.0,0.0706638115631691,0.2933618843683083,15.0,0.2,1.3333333333333333,20.33333333333333,0.0,1.0,16.666666666666668,5.555555555555555,8.444444444444445,13.5,6.0,0
1.0,1.0,1.0,0.0,0.8,0.2,0.0,0.8,145.0,0.1379310344827586,0.2551724137931034,5.0,0.47,1.5,7.0,2.0,3.0,38.5,8.8,2.9,1.7,4.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,0.1351351351351351,0.3243243243243243,1.0,1.13,1.0,4.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.2105263157894736,0.3157894736842105,0.0,1.31,1.0,5.0,5.0,1.0,0.0,3.5,0.5,0.0,0.0,0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,39.0,0.1282051282051282,0.1538461538461538,1.0,1.27,1.0,1.3333333333333333,0.0,1.0,0.0,10.0,2.0,1.0,0.0,0
2.0,1.0,0.5,1.1666666666666667,0.9302325581395348,0.0465116279069767,0.0,0.9302325581395348,509.0,0.143418467583497,0.2278978388998035,8.0,0.08,2.2,10.6,0.0,2.0,11.2,3.073170731707317,3.2439024390243905,2.975609756097561,3.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,0.125,0.3214285714285714,1.0,0.58,1.0,12.0,0.0,2.0,50.0,2.25,5.25,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,68.0,0.1323529411764706,0.1617647058823529,1.0,1.95,2.0,2.0,0.0,1.0,50.0,2.0,1.25,1.0,0.0,0
1.0,1.0,0.0,3.0,1.0,0.5,0.0,0.25,93.0,0.1935483870967742,0.2473118279569892,2.0,0.47,2.0,7.0,0.0,1.0,55.0,6.25,4.75,1.25,1.0,0
4.0,2.0,0.0,1.0,1.0,0.0,0.8666666666666667,0.1333333333333333,562.0,0.1281138790035587,0.2437722419928825,12.0,0.35,2.0,59.0,0.0,1.0,84.0,8.466666666666667,7.733333333333333,30.933333333333334,3.0,0
1.0,1.0,0.0,2.0,1.0,0.0909090909090909,0.0,0.9090909090909092,142.0,0.1197183098591549,0.2253521126760563,4.0,0.42,1.0,5.0,0.0,1.0,45.0,6.636363636363637,2.8181818181818183,1.818181818181818,2.0,0
2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,189.0,0.1111111111111111,0.2222222222222222,17.0,0.26,1.0,13.0,0.0,2.0,63.0,2.636363636363636,2.363636363636364,6.181818181818182,3.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,0.0833333333333333,0.1666666666666666,0.0,3.4,1.0,2.0,3.0,1.0,0.0,5.5,1.0,0.0,0.0,0
1.0,1.0,0.0,0.6666666666666666,1.0,0.25,0.25,0.1666666666666666,175.0,0.1714285714285714,0.3085714285714285,4.0,0.19,0.6666666666666666,8.333333333333334,0.6666666666666666,2.0,22.666666666666668,4.25,4.5,1.25,2.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.1052631578947368,0.2631578947368421,1.0,1.0,1.0,8.0,0.0,2.0,0.0,0.6666666666666666,2.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.8571428571428571,69.0,0.1594202898550724,0.217391304347826,2.0,0.53,2.0,5.0,2.0,3.0,0.0,1.7142857142857142,2.2857142857142856,1.2857142857142858,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,63.0,0.1428571428571428,0.1904761904761904,1.0,0.74,1.0,10.0,0.0,3.0,0.0,2.5,3.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,0.1578947368421052,0.1578947368421052,1.0,1.91,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,39.0,0.1794871794871795,0.1538461538461538,1.0,1.91,1.0,1.0,0.0,3.0,0.0,1.5,2.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.875,89.0,0.1573033707865168,0.2022471910112359,3.0,0.79,2.0,4.0,0.0,2.0,37.0,5.375,1.625,1.25,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,0.1176470588235294,0.1568627450980392,1.0,2.46,1.0,3.0,0.0,4.0,0.0,9.0,4.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.25,0.75,51.0,0.1372549019607843,0.2156862745098039,2.0,1.2,1.0,5.0,0.0,3.0,0.0,1.5,1.75,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,129.0,0.1317829457364341,0.2945736434108527,4.0,0.44,1.0,20.0,0.0,4.0,87.0,2.25,4.375,1.75,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,39.0,0.1282051282051282,0.1282051282051282,1.0,3.25,1.0,1.0,0.0,2.0,0.0,30.0,2.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,0.0612244897959183,0.3469387755102041,1.0,1.3,2.0,11.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0
4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,0.0545454545454545,0.2727272727272727,4.0,0.53,1.0,8.0,0.0,2.0,0.0,4.0,24.0,2.0,1.0,0
2.0,1.0,0.5,1.8333333333333333,0.9482758620689656,0.0344827586206896,0.0,0.9482758620689656,815.0,0.1214723926380368,0.1901840490797546,17.0,0.08,2.2,10.6,0.0,2.0,15.2,5.125,3.6607142857142856,27.339285714285715,3.0,0
1.0,1.0,0.5,0.8333333333333334,0.9210526315789472,0.0526315789473684,0.0,0.9210526315789472,389.0,0.1645244215938303,0.2622107969151671,5.0,0.09,2.2,9.2,0.0,2.0,10.0,2.388888888888889,2.555555555555556,1.8888888888888888,3.0,0
5.0,3.0,0.0,2.0,1.0,0.5,0.0,0.5,133.0,0.0676691729323308,0.3759398496240601,9.0,0.32,1.0,23.0,0.0,2.0,0.0,4.0,19.5,6.0,2.0,0
2.0,1.0,0.0,3.0,1.0,0.0909090909090909,0.0909090909090909,0.8181818181818182,190.0,0.1368421052631579,0.2105263157894736,17.0,0.18,1.0,13.0,9.0,2.0,68.0,5.0,2.8181818181818183,4.090909090909091,5.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,172.0,0.1104651162790697,0.2383720930232558,3.0,0.66,1.5,5.0,0.0,2.0,53.0,3.0625,2.375,1.1875,2.0,0
2.0,1.0,0.0,0.5,1.0,0.0,0.3333333333333333,0.6666666666666666,238.0,0.1176470588235294,0.3025210084033613,6.0,0.3,1.5,22.5,0.0,4.0,23.5,6.0,12.833333333333334,3.333333333333333,2.0,0
2.0,1.0,0.0,1.6666666666666667,1.0,0.0,0.125,0.875,151.0,0.1258278145695364,0.3178807947019867,4.0,0.46,1.3333333333333333,7.333333333333333,0.0,1.0,20.0,3.75,4.25,1.875,3.0,0
2.0,2.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.8333333333333334,134.0,0.1716417910447761,0.291044776119403,5.0,0.23,1.0,9.0,0.0,2.0,66.0,3.5,4.0,3.0,1.0,0
1.0,1.0,0.5,2.0,0.9583333333333334,0.0416666666666666,0.0,0.9583333333333334,259.0,0.1274131274131274,0.3590733590733591,5.0,0.15,2.0,20.5,0.0,2.0,70.5,4.0,3.2916666666666665,1.875,2.0,0
3.0,1.0,0.0,4.0,1.0,0.4166666666666667,0.0,0.5833333333333334,269.0,0.0966542750929368,0.3382899628252788,12.0,0.16,1.0,54.0,0.0,2.0,91.0,3.333333333333333,6.833333333333333,4.75,4.0,0
14.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,123.0,0.08130081300813,0.1951219512195122,26.0,0.32,1.0,7.5,0.0,3.0,0.0,8.5,4.0,13.5,2.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,109.0,0.2110091743119266,0.2477064220183486,2.0,0.56,2.0,5.0,0.0,1.0,71.0,2.642857142857143,1.4285714285714286,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.125,0.75,127.0,0.1023622047244094,0.3464566929133858,3.0,0.27,1.0,25.0,0.0,2.0,66.0,2.375,3.125,1.75,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,73.0,0.1095890410958904,0.1917808219178082,1.0,1.6,1.0,5.0,0.0,2.0,33.0,4.333333333333333,2.6666666666666665,1.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,79.0,0.1139240506329113,0.379746835443038,4.0,0.32,1.0,13.0,0.0,2.0,33.0,2.0,4.666666666666667,3.0,2.0,0
2.0,1.0,0.0588235294117647,0.4117647058823529,0.990990990990991,0.1981981981981982,0.009009009009009,0.4954954954954955,2122.0,0.1069745523091423,0.2318567389255419,32.0,0.12,1.6666666666666667,13.066666666666666,0.1333333333333333,2.0,26.133333333333333,5.196261682242991,6.11214953271028,164.79439252336448,10.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,0.1627906976744186,0.2906976744186046,2.0,0.5,1.0,11.0,0.0,3.0,75.0,1.5555555555555556,2.333333333333333,1.2222222222222223,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,42.0,0.1428571428571428,0.238095238095238,1.0,1.4,1.0,3.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0
1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,124.0,0.1774193548387097,0.3548387096774194,1.0,0.31,1.3333333333333333,6.666666666666667,0.0,2.0,27.666666666666668,0.125,1.125,1.0,0.0,0
1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,1.0,78.0,0.1923076923076923,0.2692307692307692,1.0,0.47,1.0,5.0,0.0,1.0,66.0,2.333333333333333,1.3333333333333333,1.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.25,0.0,0.75,102.0,0.1176470588235294,0.3529411764705882,4.0,0.43,2.0,19.0,0.0,3.0,0.0,3.0,5.5,2.5,3.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,33.0,0.0606060606060606,0.1515151515151515,1.0,2.1,1.0,1.0,0.0,1.0,0.0,3.5,2.0,1.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,0.1428571428571428,0.2142857142857142,0.0,2.43,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,51.0,0.1176470588235294,0.1764705882352941,1.0,2.21,1.5,1.5,1.0,1.0,25.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0
2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.14,0.38,3.0,0.26,1.0,23.0,0.0,2.0,50.0,3.333333333333333,8.333333333333334,3.0,1.0,0
1.0,1.0,0.3333333333333333,0.6666666666666666,0.875,0.0,0.0,1.0,89.0,0.146067415730337,0.3595505617977528,2.0,0.29,1.6666666666666667,5.0,0.0,1.0,8.333333333333334,2.875,1.875,1.25,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,84.0,0.1547619047619047,0.2619047619047619,1.0,0.76,1.0,7.0,0.0,2.0,64.0,2.2857142857142856,3.0,1.0,0.0,0
3.0,2.0,3.0,2.0,0.8125,0.5,0.0,0.5,334.0,0.1047904191616766,0.2664670658682634,11.0,0.12,1.0,43.0,0.0,2.0,0.0,4.125,6.9375,3.375,4.0,0
1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,53.0,0.1320754716981132,0.2641509433962264,2.0,0.59,1.0,6.0,0.0,1.0,0.0,5.0,2.0,1.5,1.0,0
1.0,0.0,3.792452830188679,2.254716981132076,0.8111789572569281,0.1099107562235791,0.0450915922968529,0.7472992015030531,20179.0,0.0529263095297091,0.2379701670053025,32.0,0.26,1.4705882352941178,11.607843137254902,0.4705882352941176,2.0,38.51960784313726,2.443658651579444,2.966996699669967,138.22583686940123,4.0,0
1.0,1.0,0.0,7.0,1.0,0.0142857142857142,0.0142857142857142,0.9714285714285714,685.0,0.1518248175182481,0.2291970802919708,9.0,0.22,1.0,12.0,1.0,2.0,47.0,6.571428571428571,3.057142857142857,2.7142857142857144,4.0,0
4.0,4.0,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,116.0,0.0517241379310344,0.2844827586206896,12.0,0.39,1.5,11.0,0.0,1.0,0.0,1.3333333333333333,9.0,6.0,6.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.2352941176470588,0.7647058823529411,140.0,0.1714285714285714,0.3142857142857143,3.0,0.22,1.5,5.5,2.0,2.0,55.0,3.588235294117647,2.411764705882353,1.1176470588235294,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,0.1666666666666666,0.2272727272727272,1.0,1.04,1.0,6.0,0.0,2.0,50.0,4.5,2.5,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0833333333333333,0.9166666666666666,119.0,0.1428571428571428,0.3445378151260504,5.0,0.2,1.0,6.0,0.0,2.0,18.0,3.1666666666666665,2.583333333333333,1.1666666666666667,1.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,115.0,0.1826086956521739,0.3217391304347826,2.0,0.4,2.0,16.0,0.0,3.0,60.0,10.4,3.8,1.6,1.0,0
3.0,1.0,0.4,0.0666666666666666,0.9347826086956522,0.2608695652173913,0.0543478260869565,0.6086956521739131,3125.0,0.13984,0.21408,23.0,0.43,1.2,19.133333333333333,0.0,2.0,18.33333333333333,4.934782608695652,9.271739130434783,28.20652173913044,4.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.2857142857142857,0.2857142857142857,1.0,0.11,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0
5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,139.0,0.0575539568345323,0.3453237410071942,9.0,0.19,1.0,21.0,0.0,2.0,50.0,11.666666666666666,9.333333333333334,9.666666666666666,2.0,0
1.0,1.0,1.0,1.0,0.875,0.0,0.25,0.75,104.0,0.1442307692307692,0.3076923076923077,3.0,0.35,2.0,12.0,0.0,2.0,75.0,2.0,3.125,1.5,1.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.2857142857142857,0.2857142857142857,1.0,0.11,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,109.0,0.146788990825688,0.2477064220183486,4.0,0.52,1.5,5.5,0.0,2.0,0.0,1.0,1.3,1.3,1.0,0
