AvgCyclomatic,AvgEssential,CountDeclClassMethodRatio,CountDeclClassVariableRatio,CountDeclInstanceMethodRatio,CountDeclMethodPrivateRatio,CountDeclMethodProtectedRatio,CountDeclMethodPublicRatio,CountLine,CountLineBlankRatio,CountLineCodeDeclRatio,MaxCyclomatic,RatioCommentToCode,AvgCountClassBase,AvgCountClassCoupled,AvgCountClassDerived,MaxInheritanceTree,AvgPercentLackOfCohesion,AvgCountInput,AvgCountOutput,AvgCountPath,MaxNesting,Bug
3.0,1.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.1818181818181818,381.0,0.1181102362204724,0.2414698162729658,15.0,0.36,1.0,40.0,0.0,1.0,72.0,9.090909090909092,8.454545454545455,7.636363636363637,4.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,0.1568627450980392,0.1764705882352941,1.0,1.39,1.0,3.0,0.0,2.0,33.0,3.0,2.0,1.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,146.0,0.1643835616438356,0.273972602739726,1.0,0.56,1.0,5.0,0.0,2.0,81.0,2.25,1.4375,1.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,0.081081081081081,0.4324324324324324,0.0,1.0,2.0,5.0,1.0,1.0,0.0,1.6666666666666667,0.5833333333333334,0.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,75.0,0.1466666666666666,0.2666666666666666,2.0,0.73,1.0,5.0,0.0,2.0,0.0,4.0,7.0,2.0,1.0,0
1.0,1.0,1.0,0.0,0.875,0.0,0.125,0.875,97.0,0.134020618556701,0.1855670103092783,1.0,3.0,1.0,11.0,1.0,1.0,0.0,2.0,1.125,0.25,0.0,0
3.0,1.0,1.0,0.5,0.971830985915493,0.6197183098591549,0.0,0.3661971830985915,1311.0,0.0785659801678108,0.156369183829138,18.0,0.11,1.0,10.0,0.0,1.0,82.0,5.478260869565218,2.4347826086956523,4.246376811594203,3.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,0.09375,0.15625,0.0,3.83,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.375,0.0,0.625,170.0,0.1176470588235294,0.2823529411764706,4.0,0.2,1.0,23.0,0.0,2.0,58.0,3.625,5.375,2.875,2.0,0
2.0,1.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.7777777777777778,168.0,0.1309523809523809,0.244047619047619,5.0,0.38,2.0,8.5,0.0,1.0,32.5,4.333333333333333,4.444444444444445,2.111111111111111,2.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,62.0,0.1451612903225806,0.3548387096774194,1.0,0.47,2.0,8.0,0.0,1.0,55.0,1.8,2.6,1.0,0.0,0
4.0,3.0,7.0,0.0,0.0,0.8571428571428571,0.0,0.1428571428571428,145.0,0.0758620689655172,0.2896551724137931,20.0,0.16,1.0,24.0,0.0,1.0,0.0,10.0,6.571428571428571,4.142857142857143,2.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.1320754716981132,0.1320754716981132,0.0,4.75,1.0,1.0,4.0,2.0,0.0,29.5,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,82.0,0.1707317073170731,0.3536585365853658,1.0,0.48,1.0,10.0,0.0,3.0,77.0,0.6666666666666666,1.2222222222222223,1.0,0.0,0
2.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,124.0,0.1048387096774193,0.3467741935483871,5.0,0.19,1.0,17.0,2.0,2.0,63.0,4.571428571428571,4.714285714285714,1.8571428571428568,1.0,0
