File,Version,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,AvgCountClassBase,AvgCountClassCoupled,AvgCountClassDerived,MaxInheritanceTree,AvgPercentLackOfCohesion,AvgCountInput,AvgCountOutput,AvgCountPath,MaxNesting
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkMapJoinOptimizer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkMapJoinOptimizer.java,6.0,6.0,6.0,3.0,38.0,3.0,25.0,9.0,1.0,0.0,1.0,9.0,9.0,0.0,9.0,0.0,7.0,0.0,2.0,434.0,49.0,265.0,87.0,161.0,120.0,129.0,194.0,85.0,128.0,14.0,14.0,16.0,0.45,54.0,54.0,60.0,34.0,2.0,39.0,0.0,1.0,0.0,4.111111111111111,10.0,10.0,4.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkPartitionPruningSinkDesc.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkPartitionPruningSinkDesc.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,13.0,13.0,6.0,13.0,0.0,0.0,0.0,13.0,100.0,22.0,59.0,32.0,13.0,19.0,26.0,40.0,27.0,13.0,1.0,1.0,1.0,0.32,13.0,13.0,13.0,13.0,1.0,6.0,0.0,2.0,83.0,2.3846153846153846,1.0769230769230769,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkReduceSinkMapJoinProc.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkReduceSinkMapJoinProc.java,5.0,5.0,5.0,1.0,52.0,6.0,40.0,6.0,2.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,3.0,293.0,36.0,206.0,105.0,124.0,51.0,143.0,171.0,98.0,108.0,19.0,19.0,20.0,0.25,22.0,22.0,23.0,6.0,2.0,31.0,0.0,1.0,0.0,6.25,19.25,3457.25,3.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSMBJoinHintOptimizer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSMBJoinHintOptimizer.java,2.0,2.0,2.0,1.0,13.0,0.0,10.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,3.0,102.0,12.0,63.0,36.0,25.0,27.0,38.0,48.0,33.0,21.0,4.0,4.0,4.0,0.43,9.0,9.0,10.0,4.0,2.0,19.0,0.0,3.0,0.0,3.0,5.5,2.5,3.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSkewJoinProcFactory.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSkewJoinProcFactory.java,3.0,3.0,4.0,1.0,17.0,0.0,15.0,2.0,2.0,7.0,1.0,9.0,2.0,0.0,9.0,0.0,5.0,0.0,4.0,238.0,14.0,181.0,89.0,95.0,43.0,104.0,139.0,83.0,81.0,13.0,13.0,16.0,0.24,29.0,29.0,39.0,11.0,1.5,28.5,0.0,1.0,0.0,2.5555555555555554,10.0,15.222222222222221,4.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSkewJoinResolver.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSkewJoinResolver.java,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,3.0,0.0,0.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,7.0,127.0,13.0,91.0,59.0,32.0,23.0,59.0,72.0,53.0,29.0,3.0,3.0,3.0,0.25,9.0,9.0,9.0,7.0,1.6666666666666667,14.0,0.0,2.0,0.0,2.0,5.428571428571429,1.2857142857142858,2.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSortMergeJoinFactory.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSortMergeJoinFactory.java,2.0,2.0,2.0,2.0,15.0,0.0,11.0,2.0,1.0,4.0,0.0,5.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,117.0,12.0,71.0,27.0,36.0,34.0,35.0,49.0,23.0,31.0,6.0,6.0,6.0,0.48,12.0,12.0,12.0,10.0,1.0,17.0,0.0,1.0,0.0,4.2,5.8,2.8,4.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSortMergeJoinOptimizer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SparkSortMergeJoinOptimizer.java,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,1.0,2.0,3.0,112.0,15.0,73.0,41.0,27.0,24.0,38.0,51.0,33.0,25.0,4.0,4.0,5.0,0.33,12.0,12.0,13.0,11.0,2.0,18.0,0.0,3.0,0.0,2.8333333333333335,3.5,2.0,2.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SplitSparkWorkResolver.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\spark\SplitSparkWorkResolver.java,4.0,4.0,4.0,1.0,18.0,1.0,15.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,6.0,0.0,1.0,193.0,20.0,135.0,52.0,70.0,38.0,72.0,111.0,59.0,65.0,8.0,8.0,8.0,0.28,30.0,30.0,32.0,9.0,2.0,29.0,0.0,1.0,0.0,2.5714285714285716,9.285714285714286,5.285714285714286,4.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\AnnotateStatsProcCtx.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\AnnotateStatsProcCtx.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,7.0,65.0,12.0,36.0,16.0,12.0,17.0,17.0,26.0,16.0,10.0,2.0,2.0,2.0,0.47,8.0,8.0,8.0,7.0,2.0,3.0,0.0,1.0,71.0,3.0,1.4285714285714286,1.1428571428571428,1.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\AnnotateWithStatistics.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\AnnotateWithStatistics.java,1.0,1.0,1.0,1.0,35.0,4.0,26.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,82.0,9.0,51.0,32.0,23.0,22.0,38.0,40.0,30.0,15.0,1.0,1.0,1.0,0.43,1.0,1.0,1.0,1.0,1.0,25.0,0.0,2.0,0.0,3.0,28.0,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\StatsRulesProcFactory.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\stats\annotation\StatsRulesProcFactory.java,8.0,8.0,9.0,3.0,49.0,4.0,37.0,7.0,9.0,11.0,2.0,40.0,29.0,0.0,40.0,3.0,21.0,0.0,16.0,2317.0,248.0,1606.0,508.0,1111.0,467.0,811.0,1189.0,496.0,918.0,45.0,45.0,53.0,0.29,353.0,349.0,390.0,150.0,1.8888888888888888,28.22222222222222,0.7777777777777778,2.0,0.0,5.325,13.85,2940.45,7.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcContext.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcContext.java,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,17.0,17.0,7.0,17.0,0.0,0.0,0.0,17.0,138.0,26.0,78.0,32.0,25.0,34.0,36.0,58.0,33.0,25.0,3.0,3.0,3.0,0.44,19.0,19.0,19.0,19.0,1.5,2.5,0.0,1.0,64.0,3.176470588235294,1.7058823529411764,1.1176470588235294,2.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcFactory.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcFactory.java,2.0,2.0,2.0,1.0,18.0,1.0,13.0,2.0,6.0,6.0,0.0,13.0,7.0,0.0,13.0,0.0,2.0,0.0,11.0,336.0,45.0,213.0,100.0,118.0,78.0,119.0,158.0,84.0,101.0,9.0,9.0,9.0,0.37,33.0,33.0,37.0,21.0,1.8333333333333333,12.166666666666666,0.0,1.0,0.0,2.1538461538461537,6.461538461538462,4.538461538461538,3.0
ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcessor.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\optimizer\unionproc\UnionProcessor.java,1.0,1.0,2.0,1.0,31.0,3.0,19.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,119.0,13.0,62.0,31.0,34.0,44.0,44.0,48.0,30.0,24.0,2.0,2.0,3.0,0.71,3.0,3.0,4.0,2.0,1.0,23.0,0.0,2.0,0.0,2.0,15.5,1.5,1.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ASTErrorNode.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ASTErrorNode.java,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,49.0,8.0,21.0,18.0,6.0,20.0,12.0,18.0,13.0,5.0,1.0,1.0,1.0,0.95,5.0,5.0,5.0,5.0,1.0,6.0,0.0,3.0,0.0,1.8,2.0,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ASTNode.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ASTNode.java,2.0,2.0,2.0,1.0,10.0,0.0,8.0,1.0,1.0,0.0,1.0,26.0,26.0,7.0,26.0,0.0,8.0,0.0,18.0,349.0,52.0,240.0,75.0,133.0,57.0,123.0,178.0,67.0,129.0,11.0,11.0,15.0,0.24,58.0,58.0,71.0,32.0,3.0,14.0,1.0,2.0,87.0,11.576923076923077,3.9615384615384617,3.3846153846153846,4.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ASTNodeOrigin.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ASTNodeOrigin.java,1.0,1.0,1.0,1.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,6.0,95.0,9.0,31.0,14.0,10.0,55.0,16.0,23.0,13.0,10.0,1.0,1.0,1.0,1.77,6.0,6.0,6.0,6.0,1.0,2.0,0.0,1.0,66.0,3.0,1.8333333333333333,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\AbstractSemanticAnalyzerHook.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\AbstractSemanticAnalyzerHook.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.21,2.0,2.0,2.0,2.0,2.0,4.0,8.0,1.0,0.0,3.0,0.5,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\AlterTablePartMergeFilesDesc.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\AlterTablePartMergeFilesDesc.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,13.0,13.0,6.0,13.0,0.0,0.0,0.0,13.0,105.0,21.0,61.0,33.0,16.0,24.0,29.0,43.0,29.0,15.0,1.0,1.0,1.0,0.39,13.0,13.0,13.0,13.0,1.0,7.0,0.0,1.0,82.0,1.7692307692307692,1.1538461538461537,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\AnalyzeCommandUtils.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\AnalyzeCommandUtils.java,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,57.0,5.0,35.0,19.0,16.0,18.0,20.0,27.0,18.0,15.0,3.0,3.0,3.0,0.51,6.0,6.0,6.0,3.0,1.0,12.0,0.0,1.0,0.0,5.333333333333333,5.333333333333333,2.0,2.0
ql\src\java\org\apache\hadoop\hive\ql\parse\AppMasterEventProcessor.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\AppMasterEventProcessor.java,2.0,2.0,2.0,1.0,21.0,2.0,17.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,63.0,8.0,31.0,20.0,12.0,24.0,22.0,25.0,18.0,9.0,2.0,2.0,2.0,0.77,2.0,2.0,2.0,1.0,2.0,16.0,0.0,1.0,0.0,4.0,9.0,2.0,1.0
ql\src\java\org\apache\hadoop\hive\ql\parse\BaseSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\BaseSemanticAnalyzer.java,2.0,2.0,2.0,1.0,13.0,0.0,10.0,2.0,6.0,35.0,5.0,110.0,77.0,43.0,112.0,2.0,10.0,29.0,71.0,1766.0,166.0,1327.0,413.0,810.0,287.0,688.0,959.0,403.0,671.0,21.0,21.0,31.0,0.22,293.0,267.0,326.0,136.0,1.0,24.0,2.0,1.0,46.2,8.690909090909091,5.009090909090909,33.07272727272727,5.0
ql\src\java\org\apache\hadoop\hive\ql\parse\CalcitePlanner.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\CalcitePlanner.java,5.0,4.0,6.0,1.0,38.0,3.0,29.0,6.0,13.0,5.0,3.0,89.0,90.0,31.0,95.0,20.0,53.0,0.0,22.0,4074.0,414.0,3039.0,1094.0,2207.0,628.0,1746.0,2208.0,989.0,1699.0,35.0,34.0,54.0,0.21,484.0,461.0,573.0,128.0,1.1,35.6,0.0,3.0,23.6,8.685393258426966,15.325842696629213,19962.696629213482,6.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnAccessAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnAccessAnalyzer.java,3.0,3.0,3.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,63.0,6.0,39.0,15.0,18.0,18.0,17.0,31.0,18.0,18.0,8.0,8.0,8.0,0.46,10.0,10.0,10.0,3.0,1.0,12.0,0.0,1.0,0.0,1.6666666666666667,6.0,7.333333333333333,5.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnAccessInfo.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnAccessInfo.java,2.0,2.0,2.0,1.0,9.0,0.0,7.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,79.0,9.0,42.0,18.0,17.0,28.0,22.0,35.0,21.0,17.0,4.0,4.0,4.0,0.67,9.0,9.0,9.0,7.0,1.0,10.0,0.0,1.0,0.0,5.75,5.0,2.25,3.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnStatsAutoGatherContext.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnStatsAutoGatherContext.java,3.0,2.0,3.0,1.0,21.0,0.0,16.0,3.0,1.0,1.0,0.0,10.0,9.0,11.0,10.0,0.0,2.0,0.0,8.0,294.0,26.0,211.0,91.0,130.0,57.0,135.0,161.0,88.0,101.0,17.0,7.0,17.0,0.27,36.0,24.0,38.0,14.0,1.0,43.0,0.0,1.0,79.0,5.2,9.1,3.3,3.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnStatsSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ColumnStatsSemanticAnalyzer.java,4.0,4.0,4.0,1.0,24.0,1.0,20.0,2.0,2.0,0.0,2.0,16.0,16.0,9.0,16.0,0.0,12.0,0.0,4.0,467.0,44.0,366.0,97.0,236.0,57.0,199.0,281.0,103.0,198.0,10.0,10.0,11.0,0.16,72.0,71.0,78.0,18.0,1.5,22.5,0.0,3.0,40.5,6.4375,11.1875,10.5,4.0
ql\src\java\org\apache\hadoop\hive\ql\parse\DDLSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\DDLSemanticAnalyzer.java,4.0,4.0,5.0,1.0,29.0,2.0,23.0,3.0,2.0,9.0,3.0,109.0,100.0,2.0,109.0,1.0,97.0,0.0,11.0,3533.0,351.0,2734.0,851.0,1985.0,457.0,1511.0,1973.0,762.0,1551.0,87.0,38.0,88.0,0.17,530.0,445.0,563.0,147.0,1.0,94.5,0.0,2.0,96.5,8.376146788990825,15.0,1566.788990825688,8.0
ql\src\java\org\apache\hadoop\hive\ql\parse\EximUtil.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\EximUtil.java,2.0,2.0,2.0,1.0,13.0,0.0,11.0,1.0,5.0,16.0,7.0,33.0,17.0,11.0,33.0,2.0,4.0,0.0,27.0,592.0,63.0,446.0,167.0,259.0,86.0,229.0,314.0,159.0,203.0,16.0,16.0,20.0,0.19,81.0,81.0,89.0,43.0,1.0,13.0,0.0,2.0,28.2,4.878787878787879,5.090909090909091,30.151515151515152,6.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainConfiguration.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainConfiguration.java,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,20.0,11.0,20.0,0.0,0.0,0.0,20.0,117.0,26.0,71.0,34.0,25.0,20.0,31.0,50.0,32.0,18.0,1.0,1.0,1.0,0.28,18.0,18.0,18.0,18.0,1.0,2.0,0.0,1.0,88.0,2.8333333333333335,1.0,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainSQRewriteSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainSQRewriteSemanticAnalyzer.java,1.0,1.0,1.0,1.0,11.0,2.0,8.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,66.0,12.0,36.0,21.0,17.0,18.0,20.0,24.0,16.0,12.0,1.0,1.0,1.0,0.5,3.0,3.0,3.0,3.0,1.0,13.0,0.0,2.0,33.0,2.6666666666666665,6.0,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ExplainSemanticAnalyzer.java,5.0,5.0,6.0,1.0,30.0,2.0,25.0,2.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,1.0,0.0,4.0,219.0,20.0,167.0,69.0,100.0,32.0,102.0,128.0,65.0,79.0,15.0,15.0,21.0,0.19,25.0,25.0,33.0,5.0,1.0,35.0,0.0,2.0,60.0,6.4,17.4,67.4,4.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ExportSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ExportSemanticAnalyzer.java,7.0,7.0,9.0,1.0,51.0,5.0,41.0,5.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,216.0,25.0,154.0,57.0,93.0,38.0,74.0,97.0,51.0,63.0,17.0,17.0,21.0,0.25,22.0,22.0,28.0,3.0,1.0,34.0,0.0,2.0,66.0,13.0,18.0,169.0,4.0
ql\src\java\org\apache\hadoop\hive\ql\parse\FileSinkProcessor.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\FileSinkProcessor.java,1.0,1.0,1.0,1.0,12.0,2.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,8.0,20.0,16.0,5.0,23.0,13.0,15.0,13.0,3.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,2.0,11.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\FunctionSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\FunctionSemanticAnalyzer.java,3.0,3.0,4.0,1.0,20.0,2.0,15.0,2.0,1.0,0.0,1.0,7.0,7.0,0.0,7.0,0.0,5.0,0.0,2.0,201.0,24.0,136.0,59.0,78.0,41.0,77.0,103.0,56.0,66.0,6.0,6.0,6.0,0.3,26.0,24.0,28.0,9.0,1.0,30.0,0.0,2.0,0.0,6.428571428571429,8.857142857142858,5.571428571428571,3.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GenMapRedWalker.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GenMapRedWalker.java,2.0,2.0,2.0,1.0,19.0,2.0,8.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,71.0,10.0,24.0,11.0,10.0,37.0,13.0,19.0,11.0,10.0,3.0,3.0,4.0,1.54,4.0,4.0,5.0,2.0,1.0,7.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezProcContext.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezProcContext.java,1.0,1.0,1.0,1.0,23.0,1.0,22.0,0.0,1.0,0.0,0.0,2.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,212.0,34.0,118.0,78.0,37.0,60.0,107.0,110.0,75.0,35.0,1.0,1.0,1.0,0.51,2.0,2.0,2.0,2.0,2.0,31.0,0.0,1.0,52.0,7.0,23.5,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezUtils.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezUtils.java,4.0,4.0,4.0,1.0,32.0,4.0,23.0,4.0,3.0,13.0,1.0,17.0,4.0,1.0,17.0,0.0,3.0,1.0,13.0,637.0,99.0,438.0,161.0,290.0,101.0,236.0,323.0,142.0,249.0,22.0,22.0,23.0,0.23,77.0,77.0,84.0,27.0,1.6666666666666667,30.666666666666668,0.3333333333333333,1.0,0.0,7.0,13.058823529411764,297.05882352941177,5.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezWork.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezWork.java,10.0,10.0,11.0,3.0,88.0,8.0,56.0,23.0,1.0,0.0,1.0,5.0,5.0,1.0,5.0,0.0,3.0,0.0,2.0,511.0,51.0,320.0,94.0,219.0,140.0,192.0,252.0,96.0,186.0,46.0,46.0,51.0,0.44,52.0,52.0,57.0,15.0,2.0,44.0,0.0,1.0,60.0,10.6,20.6,16497563.2,7.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezWorkWalker.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GenTezWorkWalker.java,2.0,2.0,2.0,1.0,18.0,1.0,11.0,5.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,116.0,15.0,59.0,28.0,29.0,42.0,38.0,48.0,26.0,25.0,3.0,3.0,4.0,0.71,8.0,8.0,9.0,4.0,1.0,15.0,0.0,2.0,25.0,4.25,6.75,2.0,2.0
ql\src\java\org\apache\hadoop\hive\ql\parse\GlobalLimitCtx.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\GlobalLimitCtx.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,11.0,5.0,11.0,0.0,0.0,0.0,11.0,86.0,15.0,51.0,19.0,20.0,20.0,27.0,39.0,19.0,20.0,1.0,1.0,1.0,0.39,11.0,11.0,11.0,11.0,1.0,1.0,0.0,1.0,65.0,2.727272727272727,1.9090909090909092,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHook.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHook.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,72.0,5.0,13.0,12.0,0.0,54.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,0.5,0.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHookContext.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHookContext.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,68.0,15.0,19.0,18.0,0.0,34.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,1.7,0.6,0.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHookContextImpl.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\HiveSemanticAnalyzerHookContextImpl.java,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,12.0,6.0,12.0,0.0,0.0,0.0,12.0,98.0,18.0,63.0,37.0,15.0,17.0,27.0,40.0,27.0,13.0,1.0,1.0,1.0,0.27,12.0,12.0,12.0,12.0,2.0,8.0,0.0,1.0,81.0,1.0,1.3333333333333333,1.0,0.0
ql\src\java\org\apache\hadoop\hive\ql\parse\ImportSemanticAnalyzer.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\ImportSemanticAnalyzer.java,5.0,5.0,6.0,1.0,38.0,1.0,31.0,5.0,2.0,18.0,0.0,23.0,5.0,1.0,23.0,0.0,18.0,0.0,5.0,981.0,72.0,773.0,221.0,522.0,149.0,320.0,451.0,181.0,345.0,25.0,25.0,27.0,0.19,126.0,124.0,144.0,39.0,1.5,35.5,0.0,2.0,45.0,6.739130434782608,16.391304347826086,2575.782608695652,6.0
ql\src\java\org\apache\hadoop\hive\ql\parse\IndexUpdater.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\IndexUpdater.java,2.0,2.0,2.0,1.0,13.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,7.0,0.0,4.0,0.0,3.0,149.0,13.0,117.0,51.0,64.0,19.0,80.0,99.0,50.0,61.0,3.0,3.0,4.0,0.16,14.0,14.0,16.0,7.0,1.0,21.0,0.0,1.0,45.0,4.428571428571429,9.285714285714286,2.0,2.0
ql\src\java\org\apache\hadoop\hive\ql\parse\InputSignature.java,2.3.7,ql\src\java\org\apache\hadoop\hive\ql\parse\InputSignature.java,1.0,1.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,9.0,9.0,2.0,9.0,0.0,0.0,0.0,9.0,119.0,20.0,77.0,27.0,37.0,22.0,33.0,54.0,25.0,31.0,3.0,3.0,4.0,0.29,17.0,17.0,18.0,11.0,1.0,11.0,0.0,1.0,50.0,2.4444444444444446,3.2222222222222223,1.8888888888888888,2.0
