Name,Version,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
PartitionSpec.java,2.3.5,3.0,2.0,3.0,1.0,11.0,0.0,10.0,0.0,6.0,3.0,10.0,56.0,55.0,12.0,58.0,1.0,2.0,0.0,55.0,826.0,99.0,698.0,151.0,431.0,44.0,317.0,485.0,132.0,382.0,17.0,17.0,37.0,0.06,181.0,161.0,206.0,92.0
PartitionSpecProxy.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,4.0,2.0,0.0,30.0,28.0,1.0,30.0,0.0,0.0,0.0,30.0,199.0,31.0,61.0,41.0,22.0,114.0,40.0,61.0,41.0,20.0,4.0,4.0,4.0,1.87,17.0,17.0,17.0,17.0
PartitionSpecWithSharedSD.java,2.3.5,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,6.0,3.0,6.0,44.0,43.0,6.0,46.0,1.0,2.0,0.0,43.0,558.0,75.0,457.0,124.0,245.0,32.0,207.0,316.0,114.0,222.0,8.0,8.0,16.0,0.07,106.0,101.0,116.0,62.0
PartitionSpecWithSharedSDProxy.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,21.0,21.0,4.0,21.0,1.0,0.0,0.0,20.0,172.0,31.0,116.0,58.0,38.0,26.0,44.0,67.0,40.0,30.0,1.0,1.0,1.0,0.22,21.0,21.0,21.0,21.0
PartitionTableFunctionDescription.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,39.0,5.0,14.0,13.0,0.0,20.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0
PartitionWithoutSD.java,2.3.5,3.0,2.0,3.0,1.0,12.0,0.0,11.0,0.0,6.0,3.0,13.0,66.0,65.0,15.0,68.0,1.0,2.0,0.0,65.0,1016.0,113.0,872.0,184.0,539.0,49.0,415.0,613.0,170.0,476.0,20.0,20.0,40.0,0.06,215.0,190.0,239.0,108.0
PartitionedTableFunctionDef.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,28.0,28.0,11.0,28.0,0.0,0.0,0.0,28.0,208.0,33.0,158.0,59.0,61.0,17.0,65.0,109.0,53.0,59.0,6.0,6.0,7.0,0.11,41.0,41.0,43.0,28.0
PartitionsByExprRequest.java,2.3.5,2.0,2.0,3.0,1.0,10.0,0.0,9.0,0.0,6.0,3.0,11.0,58.0,57.0,13.0,60.0,1.0,2.0,0.0,57.0,815.0,106.0,679.0,155.0,420.0,45.0,319.0,477.0,136.0,370.0,17.0,17.0,37.0,0.07,173.0,153.0,198.0,94.0
PartitionsByExprResult.java,2.3.5,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,6.0,3.0,7.0,44.0,43.0,7.0,46.0,1.0,2.0,0.0,43.0,542.0,77.0,438.0,124.0,235.0,33.0,207.0,307.0,114.0,208.0,8.0,8.0,14.0,0.08,97.0,92.0,104.0,62.0
PartitionsStatsRequest.java,2.3.5,2.0,2.0,3.0,1.0,10.0,0.0,9.0,0.0,6.0,3.0,8.0,57.0,56.0,10.0,59.0,1.0,2.0,0.0,56.0,790.0,100.0,662.0,154.0,383.0,40.0,307.0,459.0,143.0,345.0,14.0,14.0,30.0,0.06,160.0,145.0,180.0,87.0
PartitionsStatsResult.java,2.3.5,1.0,1.0,2.0,1.0,9.0,0.0,8.0,0.0,6.0,3.0,5.0,38.0,37.0,4.0,40.0,1.0,2.0,0.0,37.0,490.0,70.0,395.0,119.0,193.0,28.0,183.0,274.0,116.0,177.0,7.0,7.0,9.0,0.07,79.0,79.0,84.0,50.0
PassThruOffsetReader.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,0.0,6.0,66.0,10.0,39.0,22.0,9.0,17.0,17.0,25.0,16.0,9.0,1.0,1.0,1.0,0.44,7.0,7.0,7.0,7.0
PasswdAuthenticationProvider.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,3.0,5.0,4.0,0.0,31.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0
PatternOrIdentifier.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,47.0,7.0,19.0,9.0,6.0,21.0,8.0,13.0,8.0,5.0,1.0,1.0,1.0,1.11,4.0,4.0,4.0,4.0
PcrExprProcCtx.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,62.0,10.0,28.0,14.0,8.0,24.0,16.0,22.0,14.0,8.0,1.0,1.0,1.0,0.86,5.0,5.0,5.0,5.0
PcrExprProcFactory.java,2.3.5,4.0,4.0,4.0,3.0,17.0,0.0,15.0,1.0,7.0,13.0,1.0,24.0,13.0,10.0,26.0,7.0,6.0,0.0,13.0,602.0,51.0,459.0,152.0,268.0,97.0,220.0,339.0,144.0,222.0,13.0,13.0,13.0,0.21,104.0,104.0,108.0,81.0
PcrOpProcFactory.java,2.3.5,3.0,3.0,4.0,2.0,22.0,2.0,16.0,3.0,3.0,2.0,1.0,5.0,3.0,0.0,5.0,0.0,1.0,0.0,4.0,182.0,25.0,111.0,51.0,58.0,46.0,62.0,83.0,46.0,47.0,13.0,13.0,17.0,0.41,17.0,17.0,21.0,11.0
PcrOpWalkerCtx.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,6.0,71.0,10.0,38.0,21.0,9.0,23.0,20.0,28.0,19.0,9.0,1.0,1.0,1.0,0.61,6.0,6.0,6.0,6.0
PerfLogger.java,2.3.5,2.0,2.0,2.0,1.0,9.0,0.0,8.0,1.0,1.0,2.0,46.0,16.0,14.0,3.0,16.0,0.0,3.0,0.0,13.0,267.0,28.0,195.0,96.0,126.0,44.0,117.0,154.0,97.0,73.0,6.0,6.0,6.0,0.23,36.0,36.0,38.0,16.0
PerformTestRCFileAndSeqFile.java,2.3.5,3.0,3.0,3.0,1.0,24.0,2.0,20.0,1.0,1.0,1.0,1.0,13.0,12.0,7.0,13.0,0.0,6.0,0.0,7.0,394.0,61.0,295.0,96.0,209.0,40.0,191.0,236.0,94.0,177.0,6.0,6.0,8.0,0.14,44.0,44.0,50.0,15.0
Phase.java,2.3.5,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,14.0,14.0,4.0,14.0,0.0,3.0,8.0,3.0,189.0,9.0,156.0,65.0,78.0,24.0,75.0,112.0,60.0,67.0,5.0,5.0,6.0,0.15,27.0,27.0,29.0,13.0
PhysicalContext.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,13.0,0.0,0.0,0.0,13.0,98.0,18.0,60.0,28.0,18.0,20.0,30.0,44.0,26.0,18.0,1.0,1.0,1.0,0.33,13.0,13.0,13.0,13.0
PhysicalFsWriter.java,2.3.5,2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,3.0,3.0,2.0,32.0,29.0,22.0,32.0,2.0,5.0,0.0,25.0,529.0,54.0,409.0,163.0,239.0,66.0,217.0,290.0,139.0,177.0,10.0,8.0,12.0,0.16,84.0,71.0,95.0,45.0
PhysicalOptimizer.java,2.3.5,5.0,5.0,5.0,1.0,26.0,2.0,17.0,6.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,116.0,13.0,62.0,12.0,33.0,41.0,27.0,45.0,13.0,32.0,13.0,13.0,14.0,0.66,16.0,16.0,17.0,3.0
PhysicalPlanResolver.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,5.0,5.0,4.0,0.0,27.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0
PhysicalWriter.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,122.0,19.0,29.0,28.0,0.0,74.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0
PidFilePatternConverter.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,62.0,7.0,25.0,16.0,4.0,30.0,11.0,16.0,12.0,4.0,1.0,1.0,1.0,1.2,4.0,4.0,4.0,4.0
PigDelegator.java,2.3.5,4.0,4.0,5.0,1.0,30.0,1.0,22.0,6.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,168.0,13.0,107.0,42.0,60.0,48.0,52.0,70.0,29.0,50.0,14.0,14.0,20.0,0.45,17.0,17.0,23.0,4.0
PigHCatUtil.java,2.3.5,3.0,3.0,3.0,1.0,17.0,1.0,14.0,2.0,1.0,22.0,5.0,24.0,2.0,1.0,24.0,1.0,9.0,1.0,13.0,562.0,65.0,407.0,122.0,252.0,96.0,199.0,280.0,120.0,186.0,13.0,13.0,19.0,0.24,84.0,73.0,92.0,36.0
PigJobIDParser.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,5.0,14.0,9.0,3.0,18.0,7.0,10.0,8.0,2.0,1.0,1.0,1.0,1.29,2.0,2.0,2.0,2.0
PlainSaslHelper.java,2.3.5,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,4.0,3.0,0.0,10.0,7.0,4.0,10.0,2.0,1.0,0.0,7.0,155.0,23.0,114.0,57.0,45.0,18.0,58.0,83.0,52.0,33.0,6.0,6.0,6.0,0.16,19.0,19.0,19.0,10.0
PlainSaslServer.java,2.3.5,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,3.0,0.0,1.0,12.0,12.0,2.0,12.0,1.0,0.0,0.0,11.0,178.0,23.0,125.0,53.0,56.0,30.0,59.0,85.0,43.0,48.0,11.0,11.0,14.0,0.24,24.0,24.0,27.0,14.0
PlanModifierForASTConv.java,2.3.5,4.0,4.0,5.0,1.0,20.0,2.0,16.0,1.0,1.0,16.0,1.0,16.0,0.0,0.0,16.0,0.0,14.0,0.0,2.0,407.0,57.0,304.0,104.0,182.0,46.0,150.0,228.0,102.0,150.0,22.0,22.0,23.0,0.15,72.0,72.0,91.0,26.0
PlanModifierForReturnPath.java,2.3.5,2.0,2.0,2.0,1.0,15.0,1.0,13.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,67.0,10.0,40.0,22.0,18.0,17.0,25.0,32.0,21.0,13.0,3.0,3.0,3.0,0.42,5.0,5.0,5.0,2.0
PlanModifierUtil.java,2.3.5,6.0,6.0,6.0,2.0,28.0,1.0,27.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,138.0,13.0,107.0,46.0,57.0,18.0,63.0,84.0,44.0,52.0,8.0,8.0,9.0,0.17,18.0,18.0,19.0,8.0
PlanUtils.java,2.3.5,2.0,2.0,3.0,1.0,19.0,0.0,14.0,4.0,3.0,43.0,4.0,45.0,4.0,2.0,47.0,0.0,2.0,0.0,45.0,1089.0,94.0,732.0,230.0,436.0,265.0,296.0,432.0,180.0,292.0,18.0,18.0,19.0,0.36,135.0,135.0,147.0,52.0
PointLookupOptimizer.java,2.3.5,5.0,5.0,6.0,4.0,39.0,3.0,31.0,5.0,3.0,0.0,3.0,5.0,5.0,1.0,5.0,0.0,1.0,0.0,4.0,290.0,32.0,205.0,92.0,116.0,53.0,119.0,152.0,87.0,93.0,22.0,22.0,24.0,0.26,28.0,28.0,30.0,20.0
Pool.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,37.0,2.0,10.0,8.0,0.0,25.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
PosModDoubleToDouble.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,6.0,70.0,11.0,41.0,16.0,18.0,18.0,12.0,20.0,12.0,8.0,1.0,1.0,1.0,0.44,7.0,7.0,7.0,7.0
PosModLongToLong.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,6.0,70.0,11.0,41.0,16.0,18.0,18.0,12.0,20.0,12.0,8.0,1.0,1.0,1.0,0.44,7.0,7.0,7.0,7.0
PositionProvider.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,2.0,4.0,3.0,0.0,20.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
PositionRecorder.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,4.0,3.0,0.0,20.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
PositionedOutputStream.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,39.0,4.0,8.0,7.0,0.0,27.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0
PostExecOrcFileDump.java,2.3.5,5.0,5.0,5.0,1.0,33.0,3.0,28.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,120.0,14.0,81.0,39.0,46.0,25.0,54.0,66.0,39.0,39.0,9.0,9.0,9.0,0.31,10.0,10.0,11.0,2.0
PostExecOrcRowGroupCountPrinter.java,2.3.5,9.0,9.0,9.0,3.0,34.0,2.0,32.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,7.0,48.0,23.0,22.0,20.0,27.0,40.0,25.0,22.0,9.0,9.0,9.0,0.42,9.0,9.0,9.0,3.0
PostExecTezSummaryPrinter.java,2.3.5,14.0,14.0,14.0,3.0,50.0,2.0,46.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,92.0,7.0,63.0,26.0,33.0,22.0,34.0,54.0,30.0,33.0,14.0,14.0,14.0,0.35,14.0,14.0,14.0,3.0
PostExecute.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,6.0,10.0,9.0,0.0,35.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
PostExecutePrinter.java,2.3.5,6.0,6.0,8.0,5.0,41.0,4.0,34.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,175.0,23.0,125.0,44.0,72.0,27.0,61.0,85.0,38.0,60.0,10.0,10.0,15.0,0.22,20.0,20.0,26.0,15.0
PreAddIndexEvent.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,37.0,7.0,13.0,7.0,3.0,17.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.31,2.0,2.0,2.0,2.0
PreAddPartitionEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,6.0,75.0,11.0,35.0,18.0,10.0,29.0,21.0,28.0,18.0,10.0,2.0,2.0,2.0,0.83,7.0,7.0,7.0,6.0
PreAlterIndexEvent.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,43.0,8.0,18.0,9.0,5.0,17.0,10.0,14.0,9.0,5.0,1.0,1.0,1.0,0.94,3.0,3.0,3.0,3.0
PreAlterPartitionEvent.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,61.0,10.0,30.0,15.0,9.0,21.0,17.0,23.0,14.0,9.0,1.0,1.0,1.0,0.7,5.0,5.0,5.0,5.0
PreAlterTableEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,49.0,8.0,18.0,9.0,5.0,23.0,10.0,14.0,9.0,5.0,1.0,1.0,1.0,1.28,3.0,3.0,3.0,3.0
PreAuthorizationCallEvent.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,7.0,4.0,1.0,17.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.43,1.0,1.0,1.0,1.0
PreCreateDatabaseEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,39.0,6.0,13.0,7.0,3.0,20.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.54,2.0,2.0,2.0,2.0
PreCreateTableEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,39.0,6.0,13.0,7.0,3.0,20.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.54,2.0,2.0,2.0,2.0
PreDropDatabaseEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,39.0,6.0,13.0,7.0,3.0,20.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.54,2.0,2.0,2.0,2.0
PreDropIndexEvent.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,6.0,13.0,7.0,3.0,17.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.31,2.0,2.0,2.0,2.0
PreDropPartitionEvent.java,2.3.5,1.0,1.0,1.0,1.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,63.0,10.0,27.0,15.0,7.0,26.0,16.0,21.0,14.0,7.0,1.0,1.0,1.0,0.96,4.0,4.0,4.0,4.0
PreDropTableEvent.java,2.3.5,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,51.0,8.0,18.0,9.0,5.0,25.0,10.0,14.0,9.0,5.0,1.0,1.0,1.0,1.39,3.0,3.0,3.0,3.0
PreEventContext.java,2.3.5,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,5.0,17.0,5.0,0.0,0.0,0.0,5.0,70.0,11.0,33.0,24.0,4.0,26.0,8.0,13.0,9.0,4.0,1.0,1.0,1.0,0.79,3.0,3.0,3.0,3.0
PreExecute.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,6.0,10.0,9.0,0.0,33.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0
PreExecutePrinter.java,2.3.5,2.0,2.0,3.0,1.0,14.0,1.0,13.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,86.0,12.0,53.0,28.0,25.0,21.0,31.0,42.0,26.0,24.0,3.0,3.0,4.0,0.4,8.0,8.0,10.0,3.0
PreInsertTableDesc.java,2.3.5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,42.0,6.0,19.0,11.0,4.0,17.0,10.0,14.0,10.0,4.0,1.0,1.0,1.0,0.89,3.0,3.0,3.0,3.0
PreLoadPartitionDoneEvent.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,54.0,10.0,24.0,12.0,7.0,20.0,13.0,18.0,11.0,7.0,1.0,1.0,1.0,0.83,4.0,4.0,4.0,4.0
PreOrderOnceWalker.java,2.3.5,2.0,2.0,2.0,1.0,15.0,1.0,9.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,61.0,8.0,22.0,6.0,10.0,31.0,9.0,16.0,6.0,10.0,4.0,4.0,4.0,1.41,5.0,5.0,5.0,2.0
PreOrderWalker.java,2.3.5,3.0,3.0,4.0,1.0,18.0,1.0,10.0,7.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,73.0,8.0,26.0,8.0,11.0,39.0,10.0,20.0,9.0,11.0,6.0,6.0,7.0,1.5,7.0,7.0,8.0,2.0
PreReadDatabaseEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,42.0,6.0,13.0,7.0,3.0,23.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.77,2.0,2.0,2.0,2.0
PreReadTableEvent.java,2.3.5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,43.0,7.0,13.0,7.0,3.0,23.0,7.0,10.0,7.0,3.0,1.0,1.0,1.0,1.77,2.0,2.0,2.0,2.0
PredicateLeaf.java,2.3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,11.0,15.0,11.0,1.0,0.0,0.0,10.0,102.0,13.0,37.0,30.0,2.0,55.0,14.0,18.0,16.0,2.0,1.0,1.0,1.0,1.49,2.0,2.0,2.0,2.0
PredicatePushDown.java,2.3.5,2.0,2.0,2.0,1.0,55.0,5.0,46.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,11.0,78.0,39.0,43.0,54.0,50.0,53.0,37.0,22.0,2.0,2.0,2.0,0.69,2.0,2.0,2.0,1.0
PredicateTransitivePropagate.java,2.3.5,2.0,2.0,2.0,1.0,13.0,0.0,12.0,0.0,4.0,1.0,0.0,13.0,12.0,4.0,13.0,0.0,4.0,0.0,9.0,266.0,34.0,203.0,102.0,109.0,29.0,124.0,161.0,101.0,95.0,8.0,5.0,8.0,0.14,33.0,29.0,34.0,15.0
PrepPhase.java,2.3.5,2.0,2.0,2.0,1.0,20.0,0.0,19.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,75.0,5.0,51.0,22.0,26.0,19.0,33.0,39.0,18.0,24.0,3.0,3.0,3.0,0.37,4.0,4.0,4.0,2.0
PrimaryKeyInfo.java,2.3.5,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,11.0,4.0,11.0,0.0,0.0,0.0,11.0,107.0,17.0,67.0,25.0,27.0,23.0,31.0,50.0,25.0,26.0,4.0,4.0,5.0,0.34,16.0,16.0,18.0,11.0
PrimaryKeysRequest.java,2.3.5,2.0,1.0,2.0,1.0,8.0,0.0,7.0,0.0,6.0,3.0,6.0,41.0,40.0,6.0,43.0,1.0,2.0,0.0,40.0,490.0,74.0,390.0,114.0,209.0,32.0,177.0,269.0,99.0,185.0,8.0,8.0,16.0,0.08,90.0,85.0,100.0,59.0
PrimaryKeysResponse.java,2.3.5,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,39.0,38.0,4.0,41.0,1.0,2.0,0.0,38.0,443.0,67.0,351.0,110.0,168.0,28.0,157.0,241.0,102.0,153.0,6.0,6.0,9.0,0.08,76.0,76.0,81.0,51.0
PrimitiveComparison.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,49.0,11.0,12.0,11.0,0.0,26.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0
PrimitiveComparisonFilter.java,2.3.5,2.0,2.0,2.0,1.0,13.0,0.0,13.0,0.0,1.0,0.0,6.0,5.0,5.0,6.0,5.0,0.0,2.0,2.0,1.0,142.0,14.0,102.0,57.0,51.0,27.0,71.0,82.0,53.0,41.0,4.0,4.0,4.0,0.26,12.0,12.0,13.0,7.0
PrimitiveObjectInspector.java,2.3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,12.0,18.0,12.0,9.0,0.0,0.0,3.0,94.0,15.0,19.0,18.0,0.0,60.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0
PrimitiveObjectInspectorConverter.java,2.3.5,2.0,1.0,2.0,2.0,10.0,0.0,9.0,0.0,18.0,0.0,2.0,35.0,35.0,50.0,35.0,0.0,0.0,0.0,35.0,578.0,67.0,452.0,151.0,225.0,59.0,206.0,289.0,124.0,168.0,24.0,8.0,24.0,0.13,84.0,68.0,84.0,71.0
PrimitiveObjectInspectorFactory.java,2.3.5,5.0,2.0,5.0,1.0,25.0,1.0,19.0,5.0,1.0,6.0,38.0,7.0,1.0,0.0,7.0,0.0,1.0,0.0,6.0,439.0,25.0,349.0,137.0,236.0,65.0,191.0,211.0,85.0,172.0,18.0,4.0,18.0,0.19,39.0,19.0,39.0,7.0
