Name,Version,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
AbortTxnsDesc.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,0.0,13.0,8.0,3.0,23.0,7.0,10.0,8.0,2.0,1.0,1.0,1.0,1.77,2.0,2.0,2.0,2.0
AbortTxnsRequest.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,39.0,38.0,4.0,41.0,1.0,2.0,0.0,38.0,438.0,67.0,346.0,110.0,164.0,28.0,154.0,236.0,101.0,149.0,6.0,6.0,9.0,0.08,75.0,75.0,80.0,51.0
AbstractBucketJoinProc.java,3.1.2,6.0,6.0,7.0,3.0,38.0,3.0,32.0,3.0,1.0,2.0,0.0,12.0,10.0,1.0,12.0,0.0,4.0,3.0,5.0,515.0,52.0,395.0,155.0,236.0,69.0,193.0,282.0,137.0,205.0,26.0,26.0,29.0,0.17,75.0,75.0,82.0,38.0
AbstractCliConfig.java,3.1.2,1.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,6.0,1.0,2.0,40.0,41.0,20.0,42.0,0.0,4.0,13.0,25.0,438.0,63.0,347.0,118.0,172.0,28.0,154.0,246.0,116.0,153.0,8.0,8.0,11.0,0.08,82.0,82.0,92.0,45.0
AbstractCommandHandler.java,3.1.2,1.0,1.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,8.0,110.0,18.0,67.0,30.0,26.0,25.0,31.0,46.0,24.0,24.0,5.0,5.0,7.0,0.37,13.0,13.0,16.0,12.0
AbstractCorrelationProcCtx.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,99.0,14.0,63.0,28.0,23.0,23.0,35.0,49.0,29.0,22.0,5.0,5.0,5.0,0.37,12.0,12.0,12.0,8.0
AbstractDeserializer.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,68.0,8.0,11.0,10.0,0.0,49.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0
AbstractEncodingAwareSerDe.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,4.0,3.0,87.0,12.0,43.0,27.0,11.0,32.0,23.0,30.0,21.0,11.0,2.0,2.0,3.0,0.74,6.0,6.0,7.0,3.0
AbstractExpression.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,1.0,12.0,12.0,2.0,12.0,0.0,0.0,10.0,2.0,150.0,16.0,121.0,59.0,56.0,13.0,82.0,105.0,58.0,63.0,3.0,3.0,3.0,0.11,22.0,22.0,22.0,11.0
AbstractFileMergeOperator.java,3.1.2,2.0,2.0,3.0,1.0,18.0,0.0,13.0,3.0,1.0,1.0,2.0,12.0,11.0,16.0,12.0,0.0,2.0,4.0,6.0,293.0,23.0,204.0,69.0,118.0,66.0,107.0,142.0,61.0,94.0,9.0,9.0,10.0,0.32,33.0,33.0,36.0,12.0
AbstractFilterStringColLikeStringScalar.java,3.1.2,2.0,2.0,2.0,1.0,13.0,0.0,11.0,1.0,10.0,0.0,1.0,30.0,30.0,21.0,30.0,9.0,1.0,1.0,19.0,533.0,65.0,365.0,115.0,202.0,105.0,184.0,271.0,120.0,160.0,24.0,24.0,24.0,0.29,76.0,76.0,80.0,42.0
AbstractGenericUDAFResolver.java,3.1.2,1.0,1.0,1.0,1.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,6.0,10.0,6.0,4.0,2.0,2.0,2.0,1.17,3.0,3.0,3.0,2.0
AbstractGenericUDFEWAHBitmapBop.java,3.1.2,2.0,2.0,2.0,1.0,14.0,1.0,13.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,3.0,3.0,146.0,19.0,106.0,49.0,58.0,21.0,59.0,75.0,46.0,43.0,4.0,4.0,4.0,0.2,14.0,14.0,14.0,6.0
AbstractGenericUDFReflect.java,3.1.2,3.0,3.0,5.0,2.0,14.0,0.0,13.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,1.0,108.0,11.0,71.0,25.0,37.0,26.0,40.0,54.0,27.0,29.0,6.0,6.0,13.0,0.37,13.0,13.0,20.0,9.0
AbstractHBaseKeyFactory.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,1.0,1.0,0.61,3.0,3.0,3.0,3.0
AbstractHBaseKeyPredicateDecomposer.java,3.1.2,2.0,2.0,2.0,2.0,16.0,1.0,11.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,80.0,10.0,38.0,19.0,18.0,32.0,25.0,30.0,18.0,16.0,3.0,3.0,3.0,0.84,4.0,4.0,4.0,4.0
AbstractHiveAuthorizer.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,4.0,7.0,4.0,1.0,30.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.29,1.0,1.0,1.0,1.0
AbstractHiveService.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,17.0,17.0,6.0,17.0,0.0,0.0,2.0,15.0,159.0,22.0,78.0,30.0,30.0,59.0,36.0,58.0,31.0,28.0,2.0,2.0,2.0,0.76,20.0,20.0,20.0,17.0
AbstractIndexHandler.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,58.0,7.0,28.0,14.0,9.0,23.0,17.0,23.0,14.0,10.0,3.0,3.0,3.0,0.82,5.0,5.0,5.0,3.0
AbstractJoinTaskDispatcher.java,3.1.2,5.0,5.0,5.0,1.0,26.0,0.0,21.0,4.0,1.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,2.0,4.0,186.0,14.0,129.0,51.0,68.0,43.0,63.0,97.0,49.0,60.0,7.0,7.0,7.0,0.33,25.0,25.0,26.0,8.0
AbstractMapJoinOperator.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,3.0,3.0,0.35,10.0,10.0,10.0,7.0
AbstractMapJoinTableContainer.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,51.0,8.0,25.0,14.0,9.0,18.0,14.0,19.0,13.0,7.0,1.0,1.0,1.0,0.72,4.0,4.0,4.0,4.0
AbstractMapOperator.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,0.0,1.0,14.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,178.0,30.0,99.0,50.0,42.0,49.0,54.0,74.0,44.0,38.0,6.0,6.0,7.0,0.49,17.0,17.0,20.0,11.0
AbstractOperatorDesc.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,16.0,7.0,16.0,0.0,0.0,0.0,16.0,115.0,23.0,75.0,42.0,19.0,17.0,29.0,46.0,30.0,16.0,1.0,1.0,1.0,0.23,16.0,16.0,16.0,16.0
AbstractOutputFormat.java,3.1.2,2.0,2.0,2.0,1.0,12.0,1.0,11.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,50.0,8.0,17.0,8.0,8.0,25.0,11.0,14.0,8.0,7.0,2.0,2.0,2.0,1.47,2.0,2.0,2.0,1.0
AbstractParquetMapInspector.java,3.1.2,2.0,2.0,2.0,2.0,10.0,0.0,9.0,0.0,1.0,0.0,0.0,13.0,13.0,2.0,13.0,0.0,0.0,0.0,13.0,173.0,26.0,134.0,48.0,68.0,13.0,57.0,90.0,37.0,58.0,10.0,10.0,10.0,0.1,33.0,33.0,33.0,30.0
AbstractPrimitiveJavaObjectInspector.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,7.0,13.0,8.0,5.0,1.0,1.0,1.0,0.87,5.0,5.0,5.0,5.0
AbstractPrimitiveLazyObjectInspector.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,48.0,6.0,22.0,13.0,4.0,20.0,9.0,14.0,10.0,4.0,2.0,2.0,2.0,0.91,5.0,5.0,5.0,4.0
AbstractPrimitiveObjectInspector.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,10.0,10.0,1.0,10.0,0.0,0.0,2.0,8.0,107.0,13.0,46.0,25.0,10.0,48.0,15.0,26.0,16.0,10.0,1.0,1.0,1.0,1.04,10.0,10.0,10.0,10.0
AbstractPrimitiveWritableObjectInspector.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,46.0,6.0,20.0,11.0,4.0,20.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0
AbstractRecordWriter.java,3.1.2,2.0,2.0,2.0,1.0,11.0,0.0,11.0,0.0,3.0,1.0,1.0,21.0,20.0,14.0,21.0,2.0,5.0,7.0,7.0,300.0,31.0,224.0,93.0,112.0,46.0,120.0,157.0,87.0,84.0,8.0,8.0,8.0,0.21,37.0,37.0,38.0,16.0
AbstractRowContainer.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,59.0,10.0,14.0,12.0,0.0,35.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
AbstractSMBJoinProc.java,3.1.2,4.0,4.0,5.0,3.0,40.0,4.0,26.0,9.0,1.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,12.0,15.0,0.42,49.0,49.0,55.0,34.0
AbstractSSHCommand.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,70.0,4.0,48.0,22.0,15.0,18.0,23.0,35.0,21.0,14.0,1.0,1.0,1.0,0.38,11.0,11.0,11.0,11.0
AbstractSSHResult.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,62.0,2.0,42.0,22.0,12.0,18.0,19.0,27.0,15.0,12.0,1.0,1.0,1.0,0.43,7.0,7.0,7.0,7.0
AbstractSemanticAnalyzerHook.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.21,2.0,2.0,2.0,2.0
AbstractSerDe.java,3.1.2,1.0,1.0,1.0,1.0,11.0,0.0,3.0,7.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,2.77,4.0,4.0,4.0,3.0
AbstractSerializer.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,65.0,8.0,12.0,11.0,0.0,45.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0
AbstractService.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.13,14.0,14.0,16.0,12.0
AbstractStorageFormatDescriptor.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.43,1.0,1.0,1.0,1.0
AbstractTestAuthorizationApiAuthorizer.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,11.0,1.0,3.0,21.0,20.0,0.0,21.0,0.0,1.0,1.0,19.0,211.0,23.0,153.0,63.0,76.0,36.0,69.0,95.0,54.0,52.0,4.0,4.0,4.0,0.24,24.0,24.0,24.0,20.0
AbstractTestGenericUDFOPNumeric.java,3.1.2,1.0,1.0,1.0,1.0,11.0,1.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,56.0,6.0,30.0,22.0,11.0,20.0,19.0,22.0,19.0,8.0,1.0,1.0,1.0,0.67,2.0,2.0,2.0,2.0
AbstractTestParquetDirect.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,3.0,7.0,2.0,14.0,7.0,5.0,14.0,0.0,1.0,0.0,13.0,173.0,27.0,128.0,75.0,50.0,19.0,76.0,95.0,65.0,42.0,3.0,3.0,3.0,0.15,16.0,16.0,16.0,13.0
AbstractTestPhase.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,1.0,3.0,12.0,6.0,3.0,17.0,6.0,2.0,1.0,2.0,1.0,139.0,12.0,108.0,60.0,55.0,19.0,81.0,89.0,59.0,33.0,2.0,2.0,2.0,0.18,7.0,7.0,7.0,6.0
AbstractVectorDesc.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,3.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.43,1.0,1.0,1.0,1.0
AccumuloCompositeRowId.java,3.1.2,1.0,1.0,1.0,1.0,12.0,2.0,6.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,95.0,15.0,32.0,20.0,12.0,48.0,23.0,28.0,20.0,13.0,2.0,2.0,2.0,1.5,4.0,4.0,4.0,3.0
AccumuloConnectionParameters.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,6.0,1.0,1.0,0.0,9.0,17.0,17.0,2.0,17.0,3.0,0.0,0.0,14.0,230.0,39.0,142.0,56.0,78.0,49.0,75.0,105.0,56.0,61.0,4.0,4.0,4.0,0.35,29.0,29.0,30.0,17.0
AccumuloHiveConstants.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,14.0,13.0,10.0,21.0,9.0,10.0,10.0,5.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
AccumuloHiveRow.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,2.0,0.0,0.0,21.0,21.0,5.0,21.0,0.0,0.0,0.0,21.0,247.0,36.0,185.0,63.0,97.0,26.0,93.0,143.0,62.0,93.0,10.0,10.0,10.0,0.14,44.0,44.0,46.0,38.0
AccumuloPredicateHandler.java,3.1.2,2.0,2.0,3.0,1.0,18.0,1.0,12.0,4.0,1.0,1.0,6.0,16.0,15.0,0.0,16.0,0.0,2.0,1.0,13.0,426.0,50.0,277.0,128.0,161.0,99.0,168.0,213.0,118.0,132.0,7.0,7.0,9.0,0.36,46.0,46.0,48.0,27.0
AccumuloQTestUtil.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,38.0,4.0,13.0,7.0,3.0,21.0,5.0,8.0,5.0,3.0,1.0,1.0,1.0,1.62,2.0,2.0,2.0,2.0
AccumuloRangeGenerator.java,3.1.2,6.0,5.0,6.0,3.0,29.0,2.0,21.0,6.0,1.0,0.0,1.0,9.0,9.0,3.0,9.0,0.0,0.0,7.0,2.0,338.0,36.0,237.0,75.0,140.0,75.0,119.0,179.0,75.0,113.0,14.0,13.0,15.0,0.32,54.0,53.0,55.0,31.0
AccumuloRowIdFactory.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,67.0,8.0,19.0,18.0,0.0,40.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0
AccumuloRowSerializer.java,3.1.2,3.0,3.0,3.0,1.0,27.0,2.0,18.0,6.0,1.0,0.0,1.0,11.0,11.0,6.0,11.0,0.0,0.0,9.0,2.0,381.0,45.0,247.0,92.0,152.0,89.0,141.0,180.0,85.0,120.0,15.0,12.0,15.0,0.36,39.0,36.0,41.0,21.0
AccumuloSerDe.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,1.0,11.0,11.0,4.0,11.0,0.0,0.0,2.0,9.0,157.0,26.0,108.0,53.0,48.0,23.0,58.0,75.0,49.0,35.0,3.0,3.0,3.0,0.21,16.0,16.0,16.0,11.0
AccumuloSerDeParameters.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,2.0,10.0,23.0,21.0,5.0,23.0,0.0,0.0,3.0,20.0,292.0,54.0,185.0,82.0,93.0,53.0,102.0,141.0,79.0,81.0,4.0,4.0,4.0,0.29,38.0,38.0,42.0,29.0
AccumuloStorageHandler.java,3.1.2,2.0,2.0,2.0,1.0,14.0,1.0,11.0,1.0,1.0,0.0,2.0,21.0,21.0,4.0,21.0,0.0,0.0,3.0,18.0,408.0,54.0,305.0,125.0,154.0,49.0,142.0,196.0,100.0,121.0,9.0,9.0,9.0,0.16,57.0,57.0,58.0,26.0
AccumuloTestSetup.java,3.1.2,2.0,2.0,2.0,1.0,18.0,2.0,16.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,0.0,0.0,3.0,1.0,127.0,18.0,89.0,47.0,52.0,20.0,68.0,78.0,46.0,38.0,3.0,3.0,3.0,0.22,8.0,8.0,8.0,4.0
AcidCompactionHistoryService.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,0.0,1.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,82.0,7.0,55.0,28.0,19.0,20.0,26.0,36.0,23.0,16.0,3.0,3.0,3.0,0.36,8.0,8.0,8.0,6.0
AcidEventListener.java,3.1.2,1.0,1.0,2.0,1.0,10.0,0.0,8.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,1.0,0.0,4.0,94.0,14.0,54.0,25.0,23.0,26.0,29.0,39.0,21.0,19.0,3.0,3.0,4.0,0.48,9.0,9.0,10.0,5.0
AcidHouseKeeperService.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,0.0,1.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,82.0,6.0,55.0,28.0,19.0,21.0,26.0,36.0,23.0,16.0,3.0,3.0,3.0,0.38,8.0,8.0,8.0,6.0
AcidInputFormat.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,17.0,17.0,5.0,17.0,6.0,0.0,0.0,11.0,242.0,16.0,101.0,57.0,25.0,125.0,51.0,72.0,47.0,26.0,2.0,2.0,2.0,1.24,14.0,14.0,14.0,11.0
AcidOpenTxnsCounterService.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,75.0,0.0,53.0,28.0,18.0,23.0,25.0,35.0,23.0,15.0,3.0,3.0,3.0,0.43,8.0,8.0,8.0,6.0
AcidOutputFormat.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,33.0,33.0,15.0,33.0,2.0,0.0,0.0,31.0,305.0,33.0,153.0,64.0,58.0,120.0,76.0,112.0,61.0,51.0,3.0,3.0,3.0,0.78,34.0,34.0,34.0,31.0
AcidStats.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,60.0,6.0,34.0,13.0,19.0,20.0,23.0,28.0,12.0,19.0,1.0,1.0,1.0,0.59,4.0,4.0,4.0,4.0
AcidTable.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,13.0,13.0,6.0,13.0,3.0,0.0,0.0,10.0,129.0,20.0,64.0,26.0,23.0,45.0,29.0,45.0,25.0,20.0,3.0,3.0,3.0,0.7,17.0,17.0,17.0,13.0
AcidTableSerializer.java,3.1.2,4.0,4.0,4.0,1.0,33.0,2.0,30.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,117.0,13.0,80.0,35.0,51.0,24.0,56.0,66.0,35.0,42.0,4.0,4.0,4.0,0.3,8.0,8.0,8.0,2.0
AcidUtils.java,3.1.2,2.0,2.0,2.0,1.0,13.0,0.0,10.0,2.0,12.0,27.0,20.0,51.0,26.0,13.0,53.0,7.0,5.0,0.0,41.0,812.0,60.0,559.0,189.0,328.0,194.0,235.0,363.0,174.0,238.0,18.0,18.0,23.0,0.35,120.0,117.0,139.0,62.0
