Name,Version,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Database.java,3.1.2,3.0,3.0,3.0,1.0,12.0,0.0,11.0,0.0,6.0,3.0,12.0,68.0,67.0,16.0,70.0,1.0,2.0,0.0,67.0,1095.0,119.0,933.0,183.0,589.0,64.0,427.0,649.0,165.0,524.0,23.0,23.0,51.0,0.07,244.0,214.0,279.0,116.0
DatabaseConnection.java,3.1.2,2.0,2.0,2.0,1.0,10.0,0.0,9.0,0.0,5.0,0.0,2.0,24.0,24.0,13.0,24.0,10.0,0.0,0.0,14.0,344.0,50.0,261.0,78.0,143.0,33.0,116.0,178.0,79.0,111.0,14.0,14.0,15.0,0.13,54.0,54.0,62.0,31.0
DatabaseConnections.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,7.0,76.0,11.0,44.0,14.0,19.0,21.0,18.0,31.0,14.0,18.0,3.0,3.0,3.0,0.48,12.0,12.0,13.0,7.0
DatabaseDesc.java,3.1.2,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,42.0,5.0,16.0,12.0,2.0,21.0,9.0,12.0,11.0,1.0,1.0,1.0,1.0,1.31,2.0,2.0,2.0,2.0
Date.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,6.0,3.0,6.0,36.0,35.0,5.0,38.0,1.0,2.0,0.0,35.0,387.0,64.0,297.0,104.0,144.0,29.0,139.0,207.0,91.0,124.0,5.0,5.0,7.0,0.1,61.0,61.0,63.0,48.0
DateColSubtractDateColumn.java,3.1.2,3.0,3.0,4.0,1.0,22.0,1.0,18.0,2.0,1.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,185.0,24.0,126.0,37.0,83.0,35.0,77.0,98.0,39.0,61.0,15.0,15.0,23.0,0.28,20.0,20.0,28.0,6.0
DateColSubtractDateScalar.java,3.1.2,2.0,2.0,2.0,1.0,16.0,1.0,14.0,0.0,1.0,0.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,6.0,147.0,19.0,105.0,36.0,64.0,24.0,64.0,81.0,36.0,46.0,11.0,11.0,11.0,0.23,16.0,16.0,16.0,6.0
DateColumnStatistics.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,3.0,6.0,5.0,0.0,28.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0
DateColumnStatsData.java,3.1.2,2.0,2.0,3.0,1.0,11.0,0.0,10.0,0.0,6.0,3.0,12.0,56.0,55.0,13.0,58.0,1.0,2.0,0.0,55.0,814.0,101.0,683.0,153.0,427.0,45.0,325.0,483.0,135.0,371.0,17.0,17.0,33.0,0.07,171.0,151.0,190.0,92.0
DateObjectInspector.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,33.0,5.0,8.0,7.0,0.0,20.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
DateParser.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,48.0,4.0,24.0,11.0,12.0,20.0,14.0,19.0,11.0,12.0,2.0,2.0,2.0,0.83,4.0,4.0,4.0,2.0
DateScalarSubtractDateColumn.java,3.1.2,2.0,2.0,2.0,1.0,17.0,1.0,14.0,1.0,1.0,0.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,6.0,150.0,20.0,102.0,33.0,64.0,29.0,61.0,78.0,33.0,46.0,11.0,11.0,11.0,0.28,16.0,16.0,16.0,6.0
DateTimeMath.java,3.1.2,1.0,1.0,2.0,1.0,9.0,1.0,7.0,0.0,2.0,0.0,0.0,32.0,32.0,5.0,32.0,0.0,0.0,0.0,32.0,381.0,74.0,263.0,79.0,151.0,44.0,132.0,194.0,71.0,147.0,3.0,3.0,3.0,0.17,60.0,60.0,86.0,32.0
DateUtils.java,3.1.2,1.0,1.0,2.0,1.0,6.0,0.0,6.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,57.0,7.0,29.0,13.0,15.0,21.0,13.0,19.0,12.0,10.0,3.0,3.0,4.0,0.72,5.0,5.0,6.0,3.0
DateWritable.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,4.0,5.0,4.0,25.0,20.0,1.0,25.0,0.0,0.0,3.0,22.0,225.0,31.0,128.0,56.0,55.0,67.0,57.0,88.0,50.0,47.0,3.0,3.0,3.0,0.52,30.0,30.0,30.0,27.0
DbLockManager.java,3.1.2,2.0,2.0,2.0,1.0,11.0,0.0,9.0,1.0,2.0,0.0,2.0,25.0,25.0,8.0,25.0,6.0,2.0,0.0,17.0,371.0,31.0,270.0,95.0,139.0,71.0,120.0,178.0,77.0,115.0,18.0,18.0,19.0,0.26,57.0,57.0,58.0,35.0
DbNotificationListener.java,3.1.2,1.0,1.0,1.0,1.0,10.0,0.0,8.0,1.0,6.0,0.0,4.0,38.0,38.0,14.0,38.0,5.0,4.0,0.0,29.0,543.0,43.0,396.0,191.0,194.0,104.0,198.0,260.0,149.0,154.0,3.0,3.0,4.0,0.26,56.0,56.0,58.0,40.0
DbTxnManager.java,3.1.2,2.0,2.0,3.0,1.0,15.0,0.0,13.0,2.0,6.0,3.0,7.0,37.0,34.0,11.0,37.0,8.0,7.0,2.0,20.0,718.0,58.0,547.0,136.0,355.0,117.0,273.0,369.0,122.0,272.0,25.0,13.0,33.0,0.21,109.0,97.0,127.0,44.0
Deadline.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,6.0,2.0,2.0,10.0,3.0,13.0,3.0,3.0,13.0,1.0,5.0,1.0,6.0,182.0,20.0,102.0,30.0,59.0,60.0,42.0,66.0,30.0,44.0,4.0,4.0,4.0,0.59,24.0,24.0,24.0,13.0
DeadlineException.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,3.0,6.0,3.0,1.0,20.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.33,1.0,1.0,1.0,1.0
DebugUtils.java,3.1.2,4.0,4.0,4.0,1.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,2.0,13.0,4.0,7.0,21.0,9.0,13.0,5.0,9.0,4.0,4.0,4.0,1.62,4.0,4.0,4.0,1.0
Decimal.java,3.1.2,2.0,1.0,2.0,1.0,7.0,0.0,7.0,0.0,6.0,3.0,7.0,43.0,42.0,7.0,45.0,1.0,2.0,0.0,42.0,497.0,76.0,394.0,118.0,213.0,33.0,186.0,276.0,103.0,185.0,8.0,8.0,14.0,0.08,90.0,85.0,97.0,61.0
Decimal128.java,3.1.2,2.0,2.0,2.0,1.0,21.0,1.0,9.0,11.0,1.0,7.0,6.0,83.0,76.0,4.0,83.0,0.0,1.0,0.0,82.0,1988.0,184.0,808.0,180.0,530.0,1001.0,414.0,593.0,165.0,457.0,22.0,22.0,26.0,1.24,185.0,185.0,198.0,96.0
Decimal128FastBuffer.java,3.1.2,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,66.0,8.0,31.0,9.0,18.0,27.0,23.0,27.0,9.0,18.0,1.0,1.0,1.0,0.87,3.0,3.0,3.0,3.0
DecimalColumnInList.java,3.1.2,4.0,4.0,4.0,1.0,15.0,1.0,12.0,1.0,1.0,0.0,1.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,158.0,21.0,104.0,35.0,58.0,33.0,58.0,83.0,36.0,47.0,23.0,23.0,23.0,0.32,29.0,29.0,29.0,7.0
DecimalColumnStatistics.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,45.0,6.0,7.0,6.0,0.0,32.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0
DecimalColumnStatsAggregator.java,3.1.2,9.0,9.0,10.0,1.0,64.0,0.0,56.0,6.0,4.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,351.0,10.0,289.0,75.0,223.0,52.0,156.0,210.0,78.0,160.0,30.0,30.0,33.0,0.18,47.0,47.0,51.0,7.0
DecimalColumnStatsData.java,3.1.2,2.0,2.0,3.0,1.0,11.0,0.0,10.0,0.0,6.0,3.0,12.0,56.0,55.0,13.0,58.0,1.0,2.0,0.0,55.0,814.0,101.0,683.0,153.0,427.0,45.0,325.0,483.0,135.0,371.0,17.0,17.0,33.0,0.07,171.0,151.0,190.0,92.0
DecimalColumnStatsMerger.java,3.1.2,4.0,4.0,8.0,1.0,27.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,3.0,34.0,15.0,23.0,18.0,19.0,22.0,12.0,15.0,4.0,4.0,8.0,0.53,4.0,4.0,8.0,1.0
DecimalColumnVector.java,3.1.2,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,11.0,11.0,3.0,11.0,0.0,0.0,0.0,11.0,152.0,16.0,107.0,26.0,61.0,32.0,52.0,76.0,23.0,53.0,4.0,4.0,5.0,0.3,23.0,23.0,25.0,11.0
DecimalNumDistinctValueEstimator.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,42.0,7.0,18.0,9.0,6.0,17.0,8.0,13.0,9.0,6.0,1.0,1.0,1.0,0.94,4.0,4.0,4.0,4.0
DecimalToStringUnaryUDF.java,3.1.2,2.0,2.0,2.0,1.0,11.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,0.0,0.0,1.0,9.0,147.0,19.0,104.0,30.0,60.0,24.0,54.0,78.0,30.0,49.0,15.0,15.0,15.0,0.23,23.0,23.0,23.0,9.0
DecimalTypeInfo.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,16.0,15.0,2.0,16.0,0.0,0.0,0.0,16.0,130.0,25.0,82.0,32.0,34.0,23.0,35.0,55.0,25.0,31.0,3.0,3.0,5.0,0.28,19.0,19.0,22.0,18.0
DecimalUtil.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,1.0,38.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,427.0,41.0,360.0,99.0,226.0,26.0,202.0,271.0,79.0,192.0,2.0,2.0,2.0,0.07,68.0,68.0,68.0,38.0
DeepParquetHiveMapInspector.java,3.1.2,5.0,5.0,8.0,5.0,23.0,4.0,19.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,80.0,14.0,46.0,14.0,24.0,20.0,19.0,33.0,15.0,20.0,10.0,10.0,15.0,0.43,11.0,11.0,16.0,11.0
DefaultAccumuloRowIdFactory.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,89.0,11.0,54.0,34.0,14.0,24.0,30.0,36.0,27.0,9.0,1.0,1.0,2.0,0.44,5.0,5.0,6.0,5.0
DefaultBucketMatcher.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,69.0,14.0,37.0,20.0,12.0,18.0,20.0,29.0,20.0,12.0,3.0,3.0,3.0,0.49,7.0,7.0,7.0,5.0
DefaultFetchFormatter.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,3.0,73.0,10.0,42.0,23.0,15.0,21.0,23.0,30.0,20.0,13.0,3.0,3.0,3.0,0.5,6.0,6.0,6.0,4.0
DefaultFileAccess.java,3.1.2,2.0,2.0,2.0,2.0,11.0,1.0,10.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,100.0,15.0,62.0,31.0,27.0,23.0,34.0,46.0,29.0,23.0,8.0,8.0,8.0,0.37,11.0,11.0,11.0,10.0
DefaultGraphWalker.java,3.1.2,2.0,2.0,3.0,1.0,18.0,0.0,10.0,7.0,1.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,2.0,4.0,175.0,17.0,80.0,30.0,40.0,79.0,42.0,62.0,31.0,37.0,6.0,6.0,7.0,0.99,17.0,17.0,20.0,10.0
DefaultHBaseKeyFactory.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,1.0,0.0,0.0,4.0,69.0,11.0,41.0,26.0,10.0,17.0,24.0,30.0,21.0,10.0,1.0,1.0,1.0,0.41,5.0,5.0,5.0,5.0
DefaultHBaseValueFactory.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,5.0,81.0,10.0,50.0,34.0,10.0,21.0,30.0,36.0,27.0,9.0,1.0,1.0,1.0,0.42,5.0,5.0,5.0,5.0
DefaultHCatRecord.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,15.0,131.0,24.0,89.0,41.0,30.0,18.0,39.0,63.0,34.0,32.0,3.0,3.0,3.0,0.2,21.0,21.0,21.0,15.0
DefaultHiveAuthorizationProvider.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,5.0,10.0,7.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.7,1.0,1.0,1.0,1.0
DefaultHiveAuthorizationTranslator.java,3.1.2,2.0,2.0,2.0,1.0,12.0,0.0,11.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,81.0,10.0,50.0,26.0,20.0,21.0,28.0,36.0,22.0,15.0,4.0,4.0,4.0,0.42,7.0,7.0,7.0,3.0
DefaultHiveMetaHook.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,51.0,5.0,8.0,7.0,0.0,38.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0
DefaultHiveMetastoreAuthorizationProvider.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,45.0,8.0,19.0,13.0,2.0,18.0,7.0,11.0,9.0,2.0,1.0,1.0,1.0,0.95,3.0,3.0,3.0,3.0
DefaultHivePartitioner.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,5.0,9.0,6.0,1.0,19.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,2.11,1.0,1.0,1.0,1.0
DefaultMetaStoreFilterHookImpl.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,13.0,102.0,17.0,65.0,39.0,12.0,20.0,22.0,36.0,24.0,12.0,1.0,1.0,1.0,0.31,13.0,13.0,13.0,13.0
DefaultOutputCommitterContainer.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,1.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,107.0,15.0,64.0,33.0,23.0,28.0,30.0,42.0,25.0,20.0,3.0,3.0,4.0,0.44,11.0,11.0,12.0,9.0
DefaultOutputFormatContainer.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,0.0,5.0,1.0,0.0,0.0,4.0,102.0,14.0,45.0,28.0,14.0,43.0,24.0,30.0,22.0,12.0,1.0,1.0,1.0,0.96,5.0,5.0,5.0,5.0
DefaultRecordWriterContainer.java,3.1.2,1.0,1.0,1.0,1.0,11.0,0.0,9.0,2.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,83.0,9.0,46.0,25.0,15.0,28.0,27.0,33.0,20.0,13.0,2.0,2.0,2.0,0.61,5.0,5.0,5.0,3.0
DefaultRuleDispatcher.java,3.1.2,3.0,3.0,3.0,1.0,28.0,2.0,15.0,11.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,95.0,11.0,39.0,17.0,18.0,45.0,20.0,28.0,15.0,14.0,5.0,5.0,6.0,1.15,6.0,6.0,7.0,2.0
DefaultStateProvider.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,48.0,7.0,20.0,9.0,8.0,21.0,10.0,14.0,8.0,7.0,2.0,2.0,2.0,1.05,3.0,3.0,3.0,2.0
DefaultStorageHandler.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,12.0,108.0,15.0,64.0,43.0,8.0,29.0,23.0,36.0,28.0,8.0,1.0,1.0,1.0,0.45,12.0,12.0,12.0,12.0
DefaultUDAFEvaluatorResolver.java,3.1.2,5.0,5.0,5.0,1.0,29.0,3.0,18.0,7.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,103.0,14.0,45.0,17.0,22.0,44.0,21.0,35.0,18.0,21.0,9.0,9.0,9.0,0.98,10.0,10.0,10.0,2.0
DefaultUDFMethodResolver.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,62.0,7.0,15.0,9.0,3.0,40.0,7.0,10.0,8.0,2.0,1.0,1.0,1.0,2.67,2.0,2.0,2.0,2.0
DelegationTokenCache.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,66.0,4.0,24.0,15.0,6.0,38.0,10.0,15.0,11.0,6.0,1.0,1.0,1.0,1.58,4.0,4.0,4.0,4.0
DelegationTokenIdentifier.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,52.0,7.0,16.0,10.0,3.0,29.0,6.0,10.0,8.0,3.0,1.0,1.0,1.0,1.81,3.0,3.0,3.0,3.0
DelegationTokenSecretManager.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,1.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,1.0,7.0,125.0,15.0,71.0,43.0,37.0,39.0,42.0,52.0,35.0,34.0,2.0,2.0,2.0,0.55,9.0,9.0,9.0,8.0
DelegationTokenSelector.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,5.0,8.0,5.0,1.0,20.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0
DelegationTokenStore.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,11.0,11.0,0.0,11.0,9.0,0.0,0.0,2.0,118.0,16.0,28.0,22.0,3.0,74.0,18.0,22.0,20.0,2.0,1.0,1.0,1.0,2.64,2.0,2.0,2.0,2.0
DeleteDelegator.java,3.1.2,4.0,4.0,4.0,1.0,18.0,0.0,18.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,74.0,4.0,49.0,20.0,27.0,21.0,27.0,38.0,20.0,22.0,8.0,8.0,8.0,0.43,9.0,9.0,9.0,2.0
DeleteResourceProcessor.java,3.1.2,2.0,2.0,2.0,1.0,13.0,0.0,12.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,79.0,9.0,48.0,23.0,23.0,22.0,25.0,32.0,21.0,16.0,4.0,4.0,5.0,0.46,6.0,6.0,7.0,5.0
DelimitedAccumuloRowIdFactory.java,3.1.2,2.0,2.0,2.0,1.0,14.0,2.0,12.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,105.0,17.0,68.0,38.0,31.0,20.0,41.0,51.0,32.0,27.0,4.0,4.0,4.0,0.29,9.0,9.0,10.0,4.0
DelimitedInputWriter.java,3.1.2,2.0,2.0,2.0,1.0,11.0,0.0,9.0,2.0,1.0,4.0,1.0,21.0,17.0,9.0,21.0,1.0,4.0,6.0,10.0,332.0,25.0,226.0,98.0,106.0,81.0,117.0,161.0,79.0,97.0,7.0,7.0,7.0,0.36,42.0,42.0,44.0,26.0
DelimitedJSONSerDe.java,3.1.2,1.0,1.0,2.0,1.0,10.0,0.0,7.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,75.0,10.0,37.0,19.0,13.0,28.0,17.0,23.0,16.0,8.0,3.0,3.0,4.0,0.76,5.0,5.0,6.0,3.0
DemuxDesc.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,12.0,98.0,19.0,58.0,30.0,16.0,21.0,25.0,38.0,23.0,15.0,1.0,1.0,1.0,0.36,12.0,12.0,12.0,12.0
DemuxOperator.java,3.1.2,3.0,3.0,3.0,1.0,17.0,0.0,13.0,2.0,1.0,1.0,2.0,15.0,14.0,8.0,15.0,0.0,3.0,4.0,8.0,386.0,37.0,243.0,84.0,137.0,106.0,134.0,188.0,84.0,115.0,12.0,12.0,12.0,0.44,49.0,49.0,49.0,19.0
DependencyCollectionTask.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,56.0,9.0,25.0,16.0,5.0,22.0,11.0,16.0,12.0,4.0,1.0,1.0,1.0,0.88,4.0,4.0,4.0,4.0
DependencyCollectionWork.java,3.1.2,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,6.0,9.0,7.0,1.0,21.0,4.0,6.0,6.0,0.0,1.0,1.0,1.0,2.33,1.0,1.0,1.0,1.0
DependencyResolver.java,3.1.2,5.0,5.0,5.0,1.0,26.0,1.0,19.0,5.0,1.0,0.0,3.0,5.0,5.0,1.0,5.0,0.0,3.0,0.0,2.0,183.0,21.0,120.0,40.0,72.0,42.0,66.0,94.0,42.0,67.0,8.0,8.0,9.0,0.35,25.0,25.0,28.0,5.0
DeprecatedSeparatedValuesOutputFormat.java,3.1.2,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,5.0,78.0,9.0,40.0,13.0,21.0,30.0,20.0,29.0,13.0,17.0,4.0,4.0,4.0,0.75,10.0,10.0,11.0,7.0
DescDatabaseDesc.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,1.0,2.0,9.0,8.0,3.0,9.0,0.0,0.0,0.0,9.0,108.0,16.0,42.0,22.0,12.0,50.0,19.0,29.0,19.0,10.0,1.0,1.0,1.0,1.19,9.0,9.0,9.0,9.0
DescFunctionDesc.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,3.0,11.0,11.0,3.0,11.0,0.0,0.0,0.0,11.0,114.0,16.0,50.0,25.0,16.0,48.0,23.0,35.0,22.0,13.0,1.0,1.0,1.0,0.96,11.0,11.0,11.0,11.0
DescTableDesc.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,1.0,4.0,19.0,18.0,7.0,19.0,0.0,0.0,0.0,19.0,195.0,28.0,90.0,42.0,32.0,77.0,41.0,62.0,36.0,26.0,2.0,2.0,2.0,0.86,20.0,20.0,20.0,19.0
Description.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,35.0,5.0,9.0,8.0,0.0,21.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0
DeserializeRead.java,3.1.2,3.0,2.0,3.0,1.0,13.0,0.0,9.0,3.0,1.0,0.0,0.0,11.0,11.0,21.0,11.0,0.0,0.0,1.0,10.0,283.0,34.0,98.0,49.0,39.0,151.0,64.0,79.0,50.0,31.0,13.0,9.0,13.0,1.54,18.0,14.0,18.0,6.0
Deserializer.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,74.0,8.0,12.0,11.0,0.0,54.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0
DfsProcessor.java,3.1.2,1.0,1.0,2.0,1.0,11.0,1.0,9.0,0.0,2.0,0.0,3.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,5.0,107.0,19.0,66.0,33.0,31.0,22.0,38.0,48.0,31.0,23.0,5.0,5.0,6.0,0.33,9.0,9.0,10.0,7.0
DigestPrintStream.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,46.0,9.0,20.0,11.0,5.0,17.0,10.0,14.0,9.0,5.0,1.0,1.0,1.0,0.85,3.0,3.0,3.0,3.0
